,angry,disgust,fear,happy,sad,surprise,neutral
57,0.01,0.0,0.0,0.83,0.0,0.0,0.15
58,0.01,0.0,0.0,0.83,0.0,0.0,0.15
59,0.02,0.0,0.01,0.75,0.01,0.0,0.21
60,0.01,0.0,0.0,0.88,0.0,0.0,0.11
61,0.01,0.0,0.0,0.83,0.0,0.0,0.15
62,0.02,0.0,0.01,0.63,0.02,0.0,0.31
63,0.01,0.0,0.0,0.77,0.01,0.0,0.2
64,0.01,0.0,0.0,0.8,0.01,0.0,0.17
65,0.01,0.0,0.0,0.86,0.0,0.0,0.13
66,0.01,0.0,0.0,0.78,0.0,0.0,0.2
67,0.01,0.0,0.0,0.83,0.0,0.0,0.15
68,0.01,0.0,0.0,0.81,0.0,0.0,0.17
69,0.01,0.0,0.0,0.75,0.0,0.0,0.22
70,0.02,0.0,0.01,0.6,0.01,0.0,0.35
71,0.01,0.0,0.0,0.75,0.01,0.0,0.22
72,0.01,0.0,0.01,0.7,0.01,0.0,0.26
73,0.02,0.0,0.01,0.67,0.01,0.0,0.28
74,0.02,0.01,0.01,0.66,0.01,0.0,0.3
75,0.01,0.0,0.01,0.62,0.01,0.0,0.35
76,0.01,0.0,0.0,0.76,0.0,0.0,0.21
77,0.02,0.0,0.01,0.62,0.01,0.0,0.33
78,0.01,0.0,0.0,0.67,0.01,0.0,0.31
79,0.01,0.0,0.01,0.58,0.01,0.0,0.4
80,0.01,0.0,0.01,0.56,0.01,0.0,0.41
81,0.01,0.0,0.0,0.79,0.0,0.0,0.19
82,0.01,0.0,0.01,0.6,0.01,0.0,0.36
83,0.01,0.0,0.01,0.53,0.01,0.0,0.44
84,0.02,0.0,0.01,0.61,0.01,0.0,0.34
85,0.02,0.01,0.01,0.57,0.01,0.0,0.38
86,0.03,0.01,0.02,0.42,0.02,0.0,0.5
87,0.04,0.01,0.02,0.48,0.02,0.0,0.42
88,0.02,0.01,0.02,0.31,0.02,0.0,0.62
89,0.02,0.0,0.02,0.52,0.01,0.0,0.42
90,0.04,0.01,0.03,0.45,0.01,0.0,0.45
91,0.02,0.0,0.02,0.56,0.02,0.0,0.38
92,0.04,0.01,0.02,0.38,0.02,0.01,0.53
93,0.02,0.0,0.01,0.46,0.01,0.0,0.49
94,0.01,0.0,0.01,0.43,0.01,0.0,0.53
95,0.03,0.01,0.02,0.46,0.02,0.0,0.47
96,0.01,0.0,0.01,0.52,0.01,0.0,0.44
97,0.02,0.0,0.01,0.52,0.01,0.0,0.43
98,0.03,0.01,0.02,0.3,0.02,0.01,0.62
99,0.05,0.01,0.03,0.29,0.02,0.01,0.58
100,0.02,0.0,0.02,0.39,0.02,0.01,0.54
101,0.01,0.0,0.01,0.5,0.01,0.01,0.46
102,0.03,0.01,0.02,0.43,0.02,0.0,0.5
103,0.03,0.0,0.02,0.34,0.03,0.0,0.57
104,0.02,0.0,0.01,0.53,0.01,0.01,0.42
105,0.03,0.0,0.02,0.42,0.02,0.0,0.5
106,0.02,0.0,0.01,0.47,0.01,0.0,0.48
107,0.03,0.0,0.02,0.46,0.02,0.01,0.47
108,0.02,0.0,0.01,0.45,0.01,0.01,0.5
109,0.02,0.01,0.02,0.39,0.02,0.0,0.54
110,0.02,0.01,0.02,0.43,0.02,0.01,0.49
111,0.02,0.0,0.02,0.24,0.02,0.0,0.69
112,0.03,0.0,0.02,0.2,0.03,0.0,0.71
113,0.03,0.01,0.02,0.44,0.02,0.01,0.48
114,0.06,0.01,0.04,0.23,0.06,0.01,0.59
115,0.04,0.01,0.02,0.14,0.03,0.0,0.75
116,0.04,0.01,0.03,0.3,0.03,0.01,0.57
117,0.03,0.01,0.02,0.26,0.03,0.01,0.64
118,0.03,0.01,0.02,0.31,0.02,0.01,0.6
119,0.04,0.01,0.02,0.3,0.02,0.01,0.6
120,0.03,0.0,0.02,0.33,0.02,0.0,0.59
121,0.04,0.01,0.03,0.26,0.03,0.01,0.63
122,0.03,0.01,0.03,0.26,0.03,0.0,0.65
123,0.01,0.0,0.01,0.17,0.01,0.0,0.79
124,0.01,0.0,0.01,0.07,0.01,0.0,0.9
125,0.01,0.0,0.03,0.01,0.03,0.0,0.92
126,0.01,0.0,0.02,0.01,0.03,0.0,0.93
127,0.01,0.0,0.02,0.0,0.04,0.0,0.93
128,0.02,0.0,0.02,0.0,0.05,0.0,0.91
129,0.01,0.0,0.02,0.0,0.03,0.0,0.93
130,0.03,0.0,0.02,0.0,0.05,0.0,0.9
131,0.01,0.0,0.01,0.0,0.02,0.0,0.96
132,0.02,0.0,0.1,0.0,0.05,0.01,0.81
133,0.02,0.0,0.21,0.0,0.06,0.08,0.63
134,0.03,0.0,0.17,0.01,0.07,0.03,0.69
135,0.02,0.0,0.13,0.01,0.04,0.07,0.73
136,0.05,0.0,0.14,0.03,0.06,0.09,0.63
137,0.04,0.0,0.18,0.03,0.08,0.02,0.65
138,0.04,0.0,0.16,0.04,0.06,0.02,0.68
139,0.03,0.0,0.09,0.08,0.04,0.01,0.75
140,0.02,0.0,0.05,0.06,0.03,0.0,0.83
141,0.02,0.0,0.03,0.08,0.02,0.0,0.85
142,0.02,0.0,0.05,0.05,0.03,0.0,0.85
143,0.02,0.0,0.04,0.05,0.02,0.0,0.87
144,0.02,0.0,0.03,0.06,0.02,0.0,0.86
145,0.02,0.0,0.03,0.03,0.03,0.0,0.89
146,0.02,0.0,0.03,0.0,0.03,0.0,0.91
147,0.01,0.0,0.02,0.01,0.01,0.0,0.95
148,0.01,0.0,0.03,0.01,0.02,0.0,0.93
149,0.01,0.0,0.01,0.02,0.01,0.0,0.94
150,0.01,0.0,0.01,0.01,0.01,0.0,0.96
151,0.01,0.0,0.01,0.01,0.02,0.0,0.94
152,0.01,0.0,0.01,0.01,0.01,0.0,0.96
153,0.01,0.0,0.02,0.02,0.01,0.0,0.94
154,0.03,0.0,0.06,0.06,0.03,0.0,0.82
155,0.01,0.0,0.09,0.04,0.03,0.01,0.82
156,0.03,0.0,0.17,0.03,0.05,0.02,0.71
157,0.02,0.0,0.08,0.08,0.03,0.01,0.77
158,0.04,0.0,0.14,0.05,0.04,0.01,0.71
159,0.02,0.0,0.1,0.04,0.02,0.01,0.81
160,0.06,0.01,0.17,0.09,0.06,0.01,0.59
161,0.05,0.01,0.13,0.1,0.05,0.01,0.64
162,0.03,0.0,0.11,0.08,0.03,0.01,0.74
163,0.01,0.0,0.05,0.16,0.02,0.01,0.74
164,0.04,0.01,0.05,0.21,0.02,0.01,0.67
165,0.01,0.0,0.02,0.06,0.01,0.0,0.89
166,0.02,0.0,0.03,0.08,0.03,0.0,0.84
167,0.02,0.0,0.03,0.02,0.03,0.0,0.9
168,0.01,0.0,0.02,0.02,0.02,0.0,0.92
169,0.03,0.0,0.03,0.04,0.04,0.0,0.87
170,0.03,0.0,0.01,0.03,0.03,0.0,0.9
171,0.02,0.0,0.02,0.02,0.03,0.0,0.91
172,0.02,0.0,0.04,0.01,0.04,0.0,0.89
173,0.02,0.0,0.03,0.02,0.05,0.0,0.88
174,0.02,0.0,0.03,0.02,0.04,0.0,0.89
175,0.03,0.0,0.03,0.02,0.05,0.0,0.87
176,0.02,0.0,0.02,0.03,0.03,0.0,0.89
177,0.02,0.0,0.05,0.02,0.05,0.0,0.86
178,0.03,0.0,0.04,0.02,0.05,0.0,0.86
179,0.01,0.0,0.04,0.02,0.03,0.0,0.89
180,0.02,0.0,0.04,0.02,0.05,0.0,0.86
181,0.02,0.0,0.07,0.01,0.05,0.0,0.85
182,0.01,0.0,0.04,0.02,0.03,0.0,0.89
183,0.01,0.0,0.03,0.02,0.03,0.0,0.91
184,0.02,0.0,0.04,0.02,0.05,0.0,0.86
185,0.01,0.0,0.04,0.01,0.03,0.0,0.91
186,0.01,0.0,0.03,0.01,0.02,0.0,0.93
187,0.01,0.0,0.04,0.01,0.04,0.0,0.9
188,0.01,0.0,0.02,0.01,0.02,0.0,0.93
189,0.01,0.0,0.03,0.01,0.03,0.0,0.93
190,0.01,0.0,0.02,0.0,0.02,0.0,0.94
191,0.01,0.0,0.02,0.01,0.02,0.0,0.93
192,0.01,0.0,0.04,0.01,0.04,0.0,0.9
193,0.01,0.0,0.03,0.01,0.03,0.0,0.93
194,0.01,0.0,0.03,0.01,0.02,0.0,0.93
195,0.01,0.0,0.05,0.0,0.04,0.0,0.9
196,0.01,0.0,0.04,0.01,0.02,0.0,0.92
197,0.0,0.0,0.02,0.01,0.01,0.0,0.96
198,0.01,0.0,0.01,0.0,0.01,0.0,0.96
199,0.0,0.0,0.03,0.0,0.03,0.0,0.94
200,0.01,0.0,0.07,0.0,0.05,0.0,0.87
201,0.0,0.0,0.03,0.0,0.02,0.0,0.95
202,0.01,0.0,0.12,0.0,0.07,0.01,0.79
203,0.01,0.0,0.09,0.0,0.05,0.02,0.84
204,0.01,0.0,0.13,0.0,0.06,0.01,0.78
205,0.01,0.0,0.15,0.0,0.07,0.02,0.75
206,0.01,0.0,0.09,0.0,0.06,0.01,0.84
207,0.01,0.0,0.08,0.0,0.05,0.01,0.86
208,0.01,0.0,0.05,0.01,0.04,0.01,0.89
209,0.01,0.0,0.12,0.0,0.04,0.01,0.82
210,0.01,0.0,0.12,0.0,0.05,0.01,0.8
211,0.01,0.0,0.1,0.0,0.04,0.01,0.84
212,0.01,0.0,0.15,0.0,0.04,0.02,0.77
213,0.01,0.0,0.16,0.0,0.05,0.01,0.77
214,0.01,0.0,0.04,0.0,0.03,0.01,0.92
215,0.01,0.0,0.08,0.0,0.05,0.0,0.85
216,0.01,0.0,0.1,0.0,0.06,0.0,0.83
217,0.0,0.0,0.02,0.0,0.02,0.0,0.95
218,0.0,0.0,0.02,0.0,0.02,0.0,0.96
219,0.0,0.0,0.03,0.0,0.02,0.0,0.95
220,0.01,0.0,0.04,0.0,0.04,0.0,0.91
221,0.0,0.0,0.04,0.0,0.03,0.0,0.93
222,0.01,0.0,0.04,0.0,0.04,0.0,0.92
223,0.0,0.0,0.02,0.0,0.02,0.0,0.95
224,0.01,0.0,0.05,0.0,0.03,0.0,0.91
225,0.0,0.0,0.06,0.0,0.04,0.0,0.89
226,0.0,0.0,0.03,0.0,0.02,0.0,0.94
227,0.0,0.0,0.03,0.0,0.02,0.0,0.94
228,0.01,0.0,0.06,0.0,0.04,0.0,0.88
229,0.02,0.0,0.04,0.0,0.04,0.0,0.89
230,0.02,0.0,0.02,0.0,0.03,0.0,0.93
231,0.05,0.0,0.02,0.0,0.04,0.0,0.89
232,0.02,0.0,0.02,0.0,0.03,0.0,0.93
233,0.02,0.0,0.04,0.0,0.03,0.0,0.9
234,0.01,0.0,0.1,0.01,0.03,0.02,0.83
235,0.02,0.0,0.44,0.01,0.06,0.1,0.38
236,0.07,0.0,0.3,0.06,0.07,0.32,0.17
237,0.1,0.0,0.22,0.12,0.08,0.39,0.09
238,0.08,0.0,0.15,0.15,0.05,0.54,0.03
239,0.08,0.0,0.16,0.25,0.06,0.39,0.06
240,0.03,0.0,0.07,0.49,0.02,0.37,0.03
241,0.04,0.0,0.07,0.53,0.02,0.33,0.02
242,0.02,0.0,0.03,0.72,0.01,0.19,0.02
243,0.03,0.0,0.1,0.5,0.04,0.3,0.03
244,0.02,0.0,0.06,0.63,0.02,0.25,0.02
245,0.02,0.0,0.07,0.6,0.04,0.23,0.05
246,0.02,0.0,0.09,0.58,0.04,0.21,0.06
247,0.03,0.0,0.12,0.55,0.08,0.16,0.06
248,0.02,0.0,0.04,0.79,0.04,0.06,0.05
249,0.02,0.0,0.23,0.23,0.07,0.15,0.3
250,0.02,0.0,0.23,0.16,0.09,0.02,0.48
251,0.01,0.0,0.02,0.03,0.02,0.0,0.92
252,0.01,0.0,0.03,0.01,0.04,0.0,0.91
253,0.01,0.0,0.04,0.01,0.02,0.0,0.92
254,0.01,0.0,0.02,0.01,0.02,0.0,0.94
255,0.01,0.0,0.03,0.01,0.03,0.0,0.92
256,0.01,0.0,0.03,0.0,0.04,0.0,0.92
257,0.01,0.0,0.02,0.01,0.02,0.0,0.95
258,0.02,0.0,0.04,0.01,0.03,0.0,0.9
259,0.01,0.0,0.02,0.01,0.02,0.0,0.94
260,0.01,0.0,0.03,0.01,0.04,0.0,0.92
261,0.01,0.0,0.02,0.05,0.03,0.0,0.89
262,0.01,0.0,0.18,0.13,0.08,0.0,0.6
263,0.04,0.02,0.17,0.28,0.1,0.03,0.35
264,0.04,0.01,0.23,0.22,0.08,0.08,0.34
265,0.03,0.0,0.41,0.03,0.12,0.03,0.38
266,0.04,0.0,0.02,0.01,0.04,0.0,0.9
267,0.04,0.0,0.02,0.0,0.06,0.0,0.87
268,0.03,0.0,0.03,0.0,0.06,0.0,0.87
269,0.05,0.01,0.23,0.08,0.13,0.01,0.5
270,0.08,0.03,0.2,0.21,0.09,0.01,0.38
271,0.07,0.01,0.13,0.23,0.06,0.01,0.49
272,0.06,0.01,0.08,0.26,0.05,0.0,0.53
273,0.11,0.02,0.13,0.22,0.08,0.0,0.43
274,0.09,0.01,0.08,0.32,0.05,0.0,0.44
275,0.1,0.03,0.07,0.44,0.04,0.0,0.32
276,0.07,0.01,0.09,0.19,0.05,0.0,0.59
277,0.04,0.01,0.06,0.34,0.04,0.0,0.52
278,0.04,0.01,0.11,0.24,0.06,0.0,0.54
279,0.03,0.01,0.03,0.49,0.03,0.0,0.42
280,0.01,0.0,0.01,0.41,0.02,0.0,0.55
281,0.0,0.0,0.01,0.49,0.01,0.0,0.49
282,0.01,0.0,0.01,0.3,0.03,0.0,0.64
283,0.02,0.0,0.02,0.14,0.04,0.0,0.78
284,0.02,0.0,0.02,0.18,0.05,0.0,0.73
285,0.02,0.0,0.01,0.17,0.05,0.0,0.74
286,0.01,0.0,0.01,0.14,0.03,0.0,0.8
287,0.01,0.0,0.01,0.28,0.02,0.0,0.68
288,0.01,0.0,0.01,0.17,0.03,0.0,0.78
289,0.01,0.0,0.01,0.13,0.02,0.0,0.82
290,0.01,0.0,0.01,0.14,0.02,0.0,0.82
291,0.02,0.0,0.01,0.14,0.03,0.0,0.79
292,0.02,0.0,0.01,0.12,0.03,0.0,0.82
293,0.01,0.0,0.01,0.15,0.02,0.0,0.8
294,0.01,0.0,0.02,0.14,0.03,0.0,0.79
295,0.01,0.0,0.01,0.15,0.02,0.0,0.82
296,0.01,0.0,0.01,0.09,0.02,0.0,0.86
297,0.03,0.0,0.04,0.1,0.05,0.0,0.78
298,0.01,0.0,0.02,0.05,0.03,0.0,0.89
299,0.01,0.0,0.01,0.05,0.04,0.0,0.87
300,0.03,0.0,0.04,0.08,0.08,0.0,0.76
301,0.02,0.0,0.02,0.09,0.04,0.0,0.83
302,0.01,0.0,0.01,0.12,0.03,0.0,0.82
303,0.02,0.0,0.02,0.1,0.04,0.0,0.82
304,0.02,0.0,0.02,0.06,0.04,0.0,0.85
305,0.02,0.0,0.02,0.11,0.04,0.0,0.81
306,0.02,0.0,0.03,0.06,0.06,0.0,0.83
307,0.02,0.0,0.03,0.06,0.04,0.0,0.84
308,0.02,0.0,0.04,0.1,0.06,0.0,0.79
309,0.02,0.0,0.03,0.05,0.05,0.0,0.84
310,0.01,0.0,0.02,0.06,0.03,0.01,0.88
311,0.02,0.0,0.04,0.04,0.04,0.01,0.86
312,0.02,0.0,0.05,0.02,0.07,0.0,0.83
313,0.01,0.0,0.04,0.03,0.04,0.0,0.88
314,0.01,0.0,0.03,0.03,0.03,0.0,0.89
315,0.01,0.0,0.03,0.03,0.05,0.01,0.87
316,0.04,0.01,0.06,0.02,0.08,0.01,0.8
317,0.02,0.0,0.04,0.03,0.04,0.0,0.87
318,0.04,0.0,0.04,0.03,0.05,0.0,0.83
319,0.03,0.0,0.04,0.04,0.05,0.0,0.84
320,0.02,0.0,0.03,0.02,0.05,0.0,0.88
321,0.02,0.0,0.03,0.03,0.04,0.0,0.88
322,0.02,0.0,0.03,0.02,0.04,0.0,0.89
323,0.02,0.0,0.04,0.02,0.04,0.0,0.88
324,0.02,0.0,0.03,0.02,0.06,0.0,0.87
325,0.01,0.0,0.02,0.02,0.02,0.0,0.92
326,0.01,0.0,0.03,0.03,0.04,0.0,0.88
327,0.02,0.0,0.03,0.02,0.03,0.0,0.9
328,0.01,0.0,0.03,0.01,0.05,0.01,0.89
329,0.01,0.0,0.05,0.01,0.04,0.0,0.89
330,0.02,0.0,0.05,0.01,0.04,0.01,0.87
331,0.02,0.0,0.02,0.02,0.04,0.0,0.9
332,0.02,0.0,0.03,0.02,0.05,0.0,0.89
333,0.01,0.0,0.02,0.01,0.03,0.0,0.92
334,0.01,0.0,0.03,0.02,0.03,0.0,0.9
335,0.01,0.0,0.03,0.01,0.03,0.0,0.92
336,0.02,0.0,0.04,0.01,0.03,0.0,0.9
337,0.01,0.0,0.02,0.0,0.04,0.0,0.93
338,0.02,0.0,0.04,0.01,0.05,0.0,0.88
339,0.01,0.0,0.02,0.01,0.03,0.0,0.93
340,0.01,0.0,0.04,0.0,0.03,0.0,0.92
341,0.01,0.0,0.03,0.0,0.03,0.0,0.93
342,0.0,0.0,0.02,0.0,0.02,0.0,0.96
343,0.01,0.0,0.03,0.0,0.03,0.0,0.93
344,0.01,0.0,0.02,0.0,0.02,0.0,0.95
345,0.01,0.0,0.02,0.01,0.02,0.0,0.95
346,0.0,0.0,0.02,0.0,0.02,0.0,0.95
347,0.01,0.0,0.02,0.01,0.02,0.0,0.95
348,0.01,0.0,0.02,0.0,0.02,0.0,0.94
349,0.01,0.0,0.03,0.0,0.03,0.0,0.94
350,0.01,0.0,0.02,0.0,0.02,0.0,0.94
351,0.01,0.0,0.05,0.0,0.05,0.0,0.88
352,0.02,0.0,0.04,0.0,0.06,0.0,0.89
353,0.02,0.0,0.02,0.0,0.06,0.0,0.89
354,0.01,0.0,0.02,0.0,0.06,0.0,0.9
355,0.02,0.0,0.02,0.0,0.11,0.0,0.85
356,0.02,0.0,0.02,0.0,0.09,0.0,0.86
357,0.02,0.0,0.02,0.0,0.09,0.0,0.87
358,0.02,0.0,0.02,0.0,0.09,0.0,0.86
359,0.02,0.0,0.02,0.0,0.11,0.0,0.85
360,0.04,0.0,0.05,0.0,0.14,0.0,0.77
361,0.02,0.0,0.07,0.0,0.11,0.0,0.79
362,0.01,0.0,0.03,0.0,0.05,0.0,0.91
363,0.01,0.0,0.04,0.0,0.06,0.0,0.89
364,0.02,0.0,0.03,0.0,0.06,0.0,0.89
365,0.01,0.0,0.03,0.0,0.05,0.0,0.91
366,0.01,0.0,0.02,0.0,0.03,0.0,0.94
367,0.01,0.0,0.05,0.0,0.04,0.0,0.9
368,0.01,0.0,0.04,0.0,0.03,0.0,0.92
369,0.01,0.0,0.05,0.0,0.06,0.0,0.88
370,0.01,0.0,0.02,0.0,0.06,0.0,0.91
371,0.01,0.0,0.02,0.0,0.04,0.0,0.93
372,0.0,0.0,0.02,0.0,0.03,0.0,0.95
373,0.01,0.0,0.16,0.0,0.07,0.01,0.76
374,0.01,0.0,0.16,0.0,0.06,0.02,0.75
375,0.01,0.0,0.23,0.0,0.1,0.05,0.6
376,0.01,0.0,0.15,0.0,0.09,0.04,0.72
377,0.01,0.0,0.14,0.0,0.1,0.07,0.68
378,0.01,0.0,0.2,0.01,0.09,0.03,0.66
379,0.01,0.0,0.17,0.0,0.08,0.03,0.72
380,0.01,0.0,0.14,0.0,0.08,0.05,0.73
381,0.01,0.0,0.07,0.0,0.04,0.02,0.85
382,0.0,0.0,0.08,0.0,0.04,0.02,0.86
383,0.0,0.0,0.06,0.0,0.03,0.01,0.89
384,0.0,0.0,0.05,0.0,0.02,0.01,0.92
385,0.0,0.0,0.08,0.0,0.03,0.02,0.87
386,0.0,0.0,0.1,0.0,0.03,0.02,0.85
387,0.0,0.0,0.1,0.0,0.05,0.01,0.84
388,0.0,0.0,0.08,0.0,0.04,0.01,0.86
389,0.0,0.0,0.1,0.0,0.02,0.01,0.87
390,0.0,0.0,0.14,0.0,0.04,0.02,0.79
391,0.0,0.0,0.1,0.0,0.04,0.01,0.84
392,0.01,0.0,0.17,0.0,0.04,0.02,0.76
393,0.01,0.0,0.09,0.0,0.04,0.01,0.84
394,0.01,0.0,0.11,0.0,0.06,0.01,0.81
395,0.0,0.0,0.1,0.0,0.05,0.01,0.83
396,0.01,0.0,0.05,0.0,0.04,0.01,0.9
397,0.0,0.0,0.07,0.0,0.03,0.01,0.88
398,0.01,0.0,0.07,0.0,0.04,0.01,0.87
399,0.0,0.0,0.12,0.0,0.05,0.02,0.8
400,0.0,0.0,0.1,0.0,0.05,0.01,0.83
401,0.01,0.0,0.11,0.0,0.05,0.0,0.83
402,0.0,0.0,0.03,0.0,0.02,0.0,0.94
403,0.0,0.0,0.03,0.0,0.03,0.0,0.93
404,0.0,0.0,0.05,0.0,0.03,0.0,0.91
405,0.0,0.0,0.02,0.0,0.02,0.0,0.96
406,0.0,0.0,0.04,0.0,0.02,0.0,0.94
407,0.0,0.0,0.03,0.0,0.02,0.0,0.95
408,0.0,0.0,0.02,0.0,0.03,0.0,0.94
409,0.0,0.0,0.04,0.0,0.03,0.0,0.92
410,0.0,0.0,0.04,0.0,0.02,0.0,0.93
411,0.0,0.0,0.04,0.0,0.03,0.0,0.93
412,0.0,0.0,0.04,0.0,0.02,0.0,0.93
413,0.0,0.0,0.05,0.0,0.03,0.0,0.91
414,0.0,0.0,0.02,0.0,0.02,0.0,0.95
415,0.0,0.0,0.02,0.0,0.02,0.0,0.95
416,0.01,0.0,0.05,0.0,0.03,0.0,0.91
417,0.01,0.0,0.11,0.01,0.04,0.01,0.83
418,0.01,0.0,0.19,0.0,0.06,0.02,0.72
419,0.02,0.0,0.24,0.0,0.06,0.02,0.66
420,0.03,0.0,0.26,0.01,0.08,0.02,0.6
421,0.04,0.0,0.42,0.0,0.09,0.05,0.39
422,0.04,0.0,0.47,0.0,0.11,0.09,0.28
423,0.03,0.0,0.17,0.0,0.06,0.02,0.72
424,0.03,0.0,0.27,0.0,0.05,0.07,0.58
425,0.02,0.0,0.1,0.01,0.04,0.01,0.82
426,0.02,0.0,0.14,0.01,0.03,0.05,0.75
427,0.03,0.0,0.23,0.01,0.04,0.05,0.63
428,0.03,0.0,0.36,0.01,0.1,0.03,0.46
429,0.04,0.0,0.39,0.01,0.08,0.02,0.46
430,0.03,0.0,0.22,0.0,0.06,0.01,0.67
431,0.03,0.0,0.25,0.0,0.07,0.01,0.64
432,0.05,0.01,0.36,0.0,0.08,0.12,0.39
433,0.04,0.0,0.2,0.01,0.07,0.02,0.67
434,0.03,0.01,0.24,0.01,0.09,0.02,0.6
435,0.03,0.0,0.24,0.01,0.07,0.06,0.58
436,0.03,0.0,0.31,0.01,0.08,0.03,0.55
437,0.03,0.0,0.22,0.01,0.08,0.04,0.63
438,0.03,0.0,0.25,0.01,0.09,0.06,0.56
439,0.03,0.0,0.43,0.01,0.12,0.04,0.37
440,0.01,0.0,0.23,0.0,0.08,0.06,0.61
441,0.01,0.0,0.22,0.0,0.09,0.04,0.64
442,0.0,0.0,0.18,0.0,0.07,0.02,0.72
443,0.01,0.0,0.16,0.0,0.09,0.01,0.73
444,0.02,0.0,0.28,0.0,0.09,0.01,0.6
445,0.01,0.0,0.13,0.0,0.07,0.0,0.78
446,0.01,0.0,0.2,0.01,0.06,0.01,0.72
447,0.01,0.0,0.11,0.01,0.04,0.02,0.83
448,0.01,0.0,0.22,0.0,0.06,0.02,0.68
449,0.01,0.0,0.09,0.0,0.03,0.01,0.86
450,0.01,0.0,0.08,0.0,0.03,0.01,0.87
451,0.0,0.0,0.03,0.0,0.03,0.0,0.93
452,0.0,0.0,0.03,0.0,0.03,0.0,0.93
453,0.01,0.0,0.04,0.0,0.03,0.0,0.91
454,0.01,0.0,0.21,0.0,0.08,0.01,0.69
455,0.01,0.0,0.28,0.01,0.08,0.02,0.61
456,0.01,0.0,0.21,0.0,0.07,0.01,0.69
457,0.01,0.0,0.22,0.0,0.1,0.02,0.65
458,0.01,0.0,0.21,0.0,0.09,0.01,0.68
459,0.01,0.0,0.09,0.01,0.05,0.0,0.85
460,0.01,0.0,0.04,0.0,0.03,0.0,0.91
461,0.01,0.0,0.09,0.0,0.04,0.01,0.85
462,0.01,0.0,0.21,0.0,0.08,0.0,0.69
463,0.01,0.0,0.19,0.02,0.08,0.02,0.69
464,0.01,0.0,0.27,0.01,0.09,0.03,0.58
