,angry,disgust,fear,happy,sad,surprise,neutral
156,0.04,0.0,0.27,0.05,0.14,0.03,0.46
157,0.07,0.02,0.31,0.07,0.18,0.02,0.34
158,0.07,0.0,0.3,0.06,0.19,0.02,0.36
159,0.07,0.0,0.24,0.06,0.23,0.02,0.37
160,0.08,0.0,0.29,0.04,0.3,0.01,0.28
161,0.06,0.0,0.32,0.04,0.14,0.02,0.42
162,0.05,0.0,0.15,0.06,0.06,0.01,0.67
163,0.08,0.0,0.29,0.01,0.1,0.01,0.52
164,0.04,0.0,0.22,0.0,0.06,0.01,0.67
165,0.1,0.0,0.24,0.02,0.07,0.01,0.56
166,0.11,0.0,0.2,0.03,0.11,0.01,0.53
167,0.05,0.0,0.19,0.02,0.09,0.01,0.62
168,0.06,0.0,0.14,0.03,0.14,0.01,0.62
169,0.05,0.0,0.13,0.03,0.11,0.0,0.68
170,0.06,0.0,0.15,0.05,0.13,0.01,0.61
171,0.09,0.0,0.4,0.04,0.23,0.02,0.22
172,0.08,0.0,0.28,0.07,0.34,0.02,0.21
173,0.08,0.0,0.31,0.05,0.26,0.01,0.28
174,0.1,0.0,0.34,0.05,0.32,0.01,0.18
175,0.09,0.0,0.26,0.14,0.17,0.02,0.32
176,0.07,0.0,0.16,0.2,0.18,0.02,0.37
177,0.05,0.0,0.2,0.18,0.19,0.02,0.35
178,0.06,0.0,0.17,0.11,0.35,0.02,0.3
179,0.04,0.0,0.18,0.1,0.33,0.02,0.32
180,0.06,0.0,0.2,0.16,0.29,0.02,0.27
181,0.04,0.0,0.2,0.2,0.25,0.03,0.28
182,0.05,0.0,0.14,0.29,0.19,0.03,0.31
183,0.04,0.0,0.15,0.33,0.14,0.02,0.32
184,0.04,0.0,0.16,0.31,0.15,0.02,0.31
185,0.06,0.0,0.22,0.14,0.17,0.02,0.38
186,0.05,0.0,0.15,0.13,0.23,0.01,0.43
187,0.06,0.0,0.23,0.14,0.14,0.02,0.4
188,0.05,0.0,0.19,0.16,0.12,0.01,0.47
189,0.05,0.0,0.22,0.14,0.16,0.02,0.4
190,0.05,0.0,0.21,0.1,0.11,0.02,0.51
191,0.03,0.0,0.2,0.1,0.12,0.02,0.54
192,0.03,0.0,0.2,0.08,0.27,0.01,0.41
193,0.03,0.0,0.12,0.15,0.04,0.01,0.64
194,0.03,0.0,0.13,0.17,0.09,0.01,0.56
195,0.04,0.0,0.1,0.14,0.14,0.01,0.57
196,0.04,0.0,0.09,0.2,0.14,0.01,0.52
197,0.03,0.0,0.1,0.25,0.12,0.01,0.49
198,0.04,0.0,0.1,0.23,0.13,0.01,0.49
199,0.04,0.0,0.16,0.09,0.13,0.01,0.57
200,0.06,0.0,0.16,0.21,0.09,0.01,0.46
201,0.09,0.0,0.17,0.13,0.16,0.01,0.43
202,0.07,0.0,0.31,0.1,0.14,0.02,0.36
203,0.05,0.0,0.13,0.11,0.1,0.01,0.6
204,0.04,0.0,0.11,0.17,0.06,0.01,0.61
205,0.05,0.0,0.21,0.09,0.09,0.02,0.54
206,0.06,0.0,0.18,0.13,0.11,0.01,0.52
207,0.06,0.0,0.21,0.07,0.15,0.01,0.49
208,0.04,0.0,0.25,0.06,0.11,0.01,0.53
209,0.04,0.0,0.16,0.07,0.1,0.01,0.62
210,0.03,0.0,0.19,0.05,0.08,0.01,0.63
211,0.04,0.0,0.16,0.08,0.09,0.02,0.61
212,0.04,0.0,0.17,0.06,0.06,0.01,0.65
213,0.04,0.0,0.14,0.14,0.05,0.01,0.62
214,0.05,0.0,0.18,0.08,0.07,0.01,0.61
215,0.03,0.0,0.25,0.05,0.08,0.02,0.57
216,0.06,0.0,0.13,0.08,0.07,0.02,0.64
217,0.07,0.0,0.29,0.02,0.14,0.01,0.48
218,0.06,0.0,0.24,0.04,0.09,0.01,0.57
219,0.07,0.0,0.24,0.04,0.09,0.02,0.54
220,0.05,0.0,0.2,0.03,0.12,0.01,0.6
221,0.04,0.0,0.22,0.04,0.06,0.02,0.63
222,0.04,0.0,0.24,0.04,0.07,0.02,0.59
223,0.05,0.0,0.18,0.06,0.07,0.01,0.63
224,0.05,0.0,0.22,0.05,0.08,0.01,0.59
225,0.05,0.0,0.22,0.04,0.06,0.01,0.61
226,0.05,0.0,0.16,0.07,0.09,0.01,0.61
227,0.06,0.0,0.26,0.06,0.06,0.02,0.53
228,0.05,0.0,0.25,0.05,0.07,0.02,0.55
229,0.04,0.0,0.26,0.05,0.13,0.02,0.5
230,0.06,0.0,0.19,0.07,0.1,0.02,0.57
231,0.09,0.0,0.27,0.06,0.12,0.01,0.44
232,0.05,0.0,0.19,0.05,0.07,0.02,0.63
233,0.05,0.0,0.27,0.07,0.07,0.01,0.53
234,0.04,0.0,0.29,0.03,0.09,0.01,0.55
235,0.06,0.0,0.23,0.03,0.09,0.0,0.59
236,0.05,0.0,0.22,0.01,0.08,0.0,0.63
237,0.05,0.0,0.2,0.01,0.06,0.01,0.66
238,0.03,0.0,0.22,0.01,0.05,0.01,0.68
239,0.02,0.0,0.2,0.02,0.04,0.01,0.72
240,0.04,0.0,0.22,0.01,0.08,0.0,0.66
241,0.03,0.0,0.17,0.01,0.04,0.01,0.73
242,0.03,0.0,0.15,0.01,0.04,0.0,0.77
243,0.03,0.0,0.16,0.02,0.06,0.0,0.72
244,0.03,0.0,0.12,0.01,0.04,0.0,0.8
245,0.04,0.0,0.21,0.01,0.09,0.0,0.64
246,0.03,0.0,0.18,0.01,0.05,0.0,0.73
247,0.04,0.0,0.17,0.01,0.07,0.0,0.72
248,0.04,0.0,0.18,0.01,0.05,0.0,0.72
249,0.03,0.0,0.2,0.01,0.04,0.0,0.71
250,0.02,0.0,0.14,0.01,0.03,0.0,0.78
251,0.04,0.0,0.11,0.01,0.03,0.01,0.8
252,0.04,0.0,0.11,0.01,0.07,0.0,0.77
253,0.03,0.0,0.16,0.0,0.03,0.01,0.77
254,0.03,0.0,0.24,0.0,0.07,0.0,0.65
255,0.06,0.0,0.26,0.0,0.07,0.01,0.6
256,0.04,0.0,0.23,0.01,0.05,0.0,0.68
257,0.02,0.0,0.15,0.0,0.04,0.0,0.78
258,0.02,0.0,0.12,0.0,0.03,0.0,0.82
259,0.03,0.0,0.19,0.01,0.04,0.0,0.73
260,0.02,0.0,0.09,0.0,0.04,0.0,0.85
261,0.02,0.0,0.17,0.0,0.05,0.0,0.76
262,0.02,0.0,0.16,0.0,0.05,0.0,0.76
263,0.03,0.0,0.21,0.0,0.08,0.0,0.67
264,0.02,0.0,0.12,0.0,0.04,0.0,0.81
265,0.01,0.0,0.15,0.0,0.04,0.0,0.79
266,0.03,0.0,0.12,0.0,0.03,0.0,0.82
267,0.03,0.0,0.14,0.0,0.04,0.0,0.78
268,0.03,0.0,0.19,0.0,0.04,0.0,0.72
269,0.03,0.0,0.16,0.0,0.07,0.0,0.73
270,0.03,0.0,0.19,0.01,0.03,0.0,0.74
271,0.04,0.0,0.23,0.0,0.07,0.0,0.65
272,0.02,0.0,0.13,0.0,0.03,0.0,0.81
273,0.03,0.0,0.21,0.0,0.04,0.0,0.71
274,0.05,0.0,0.23,0.01,0.06,0.0,0.65
275,0.03,0.0,0.16,0.0,0.05,0.0,0.75
276,0.03,0.0,0.13,0.0,0.06,0.0,0.78
277,0.03,0.0,0.14,0.0,0.05,0.0,0.77
278,0.03,0.0,0.15,0.0,0.06,0.0,0.75
279,0.03,0.0,0.21,0.01,0.05,0.0,0.69
280,0.07,0.0,0.28,0.01,0.09,0.0,0.55
281,0.03,0.0,0.14,0.01,0.04,0.0,0.77
282,0.03,0.0,0.12,0.01,0.03,0.0,0.81
283,0.02,0.0,0.17,0.01,0.05,0.01,0.74
284,0.03,0.0,0.18,0.01,0.05,0.01,0.72
285,0.03,0.0,0.22,0.0,0.07,0.0,0.68
286,0.03,0.0,0.17,0.0,0.06,0.0,0.74
287,0.04,0.0,0.13,0.0,0.06,0.0,0.76
288,0.03,0.0,0.1,0.0,0.05,0.0,0.81
289,0.02,0.0,0.08,0.0,0.04,0.0,0.86
290,0.02,0.0,0.1,0.0,0.05,0.0,0.84
291,0.02,0.0,0.1,0.0,0.04,0.0,0.83
292,0.02,0.0,0.1,0.0,0.04,0.0,0.83
293,0.03,0.0,0.14,0.0,0.04,0.0,0.79
294,0.03,0.0,0.16,0.0,0.06,0.0,0.75
295,0.02,0.0,0.21,0.0,0.06,0.0,0.71
296,0.03,0.0,0.32,0.0,0.11,0.0,0.54
297,0.04,0.0,0.23,0.0,0.06,0.0,0.66
298,0.05,0.0,0.31,0.0,0.1,0.0,0.53
299,0.05,0.0,0.3,0.0,0.1,0.0,0.55
300,0.02,0.0,0.08,0.0,0.05,0.0,0.84
301,0.02,0.0,0.12,0.0,0.03,0.0,0.83
302,0.03,0.0,0.16,0.0,0.05,0.0,0.76
303,0.02,0.0,0.08,0.0,0.04,0.0,0.86
304,0.02,0.0,0.13,0.0,0.05,0.0,0.8
305,0.04,0.0,0.27,0.0,0.06,0.0,0.63
306,0.02,0.0,0.12,0.0,0.04,0.0,0.81
307,0.01,0.0,0.07,0.0,0.03,0.0,0.88
308,0.02,0.0,0.14,0.0,0.04,0.0,0.79
309,0.03,0.0,0.12,0.0,0.06,0.0,0.79
310,0.04,0.0,0.14,0.01,0.08,0.0,0.73
311,0.03,0.0,0.17,0.01,0.04,0.0,0.75
312,0.02,0.0,0.04,0.0,0.02,0.0,0.91
313,0.04,0.0,0.14,0.0,0.08,0.0,0.74
314,0.03,0.0,0.07,0.0,0.04,0.0,0.86
315,0.02,0.0,0.07,0.0,0.03,0.0,0.88
316,0.05,0.0,0.17,0.0,0.06,0.0,0.72
317,0.02,0.0,0.12,0.0,0.03,0.0,0.82
318,0.02,0.0,0.14,0.0,0.03,0.0,0.8
319,0.03,0.0,0.15,0.0,0.04,0.0,0.77
320,0.02,0.0,0.07,0.0,0.03,0.0,0.87
321,0.02,0.0,0.06,0.0,0.03,0.0,0.89
322,0.02,0.0,0.1,0.0,0.05,0.0,0.82
323,0.03,0.0,0.12,0.0,0.04,0.0,0.81
324,0.04,0.0,0.11,0.0,0.04,0.0,0.8
325,0.05,0.0,0.31,0.0,0.15,0.0,0.49
326,0.03,0.0,0.16,0.0,0.06,0.0,0.74
327,0.04,0.0,0.28,0.0,0.1,0.0,0.57
328,0.02,0.0,0.12,0.0,0.06,0.0,0.8
329,0.02,0.0,0.09,0.0,0.04,0.0,0.85
330,0.04,0.0,0.17,0.0,0.06,0.0,0.73
331,0.03,0.0,0.1,0.0,0.04,0.0,0.83
332,0.02,0.0,0.07,0.0,0.03,0.0,0.87
333,0.02,0.0,0.07,0.0,0.04,0.0,0.87
334,0.03,0.0,0.11,0.0,0.05,0.0,0.8
335,0.02,0.0,0.18,0.0,0.06,0.0,0.74
336,0.02,0.0,0.14,0.0,0.07,0.0,0.77
337,0.03,0.0,0.14,0.0,0.06,0.0,0.77
338,0.03,0.0,0.18,0.01,0.07,0.0,0.71
339,0.03,0.0,0.22,0.01,0.07,0.0,0.67
340,0.02,0.0,0.15,0.0,0.05,0.0,0.77
341,0.01,0.0,0.16,0.0,0.03,0.0,0.79
342,0.03,0.0,0.17,0.0,0.07,0.0,0.72
343,0.02,0.0,0.1,0.0,0.04,0.01,0.83
344,0.03,0.0,0.18,0.0,0.04,0.01,0.75
345,0.03,0.0,0.15,0.0,0.07,0.0,0.74
346,0.02,0.0,0.07,0.0,0.05,0.0,0.86
347,0.01,0.0,0.11,0.0,0.03,0.0,0.84
348,0.04,0.0,0.23,0.0,0.1,0.01,0.63
349,0.04,0.0,0.15,0.0,0.06,0.01,0.74
350,0.03,0.0,0.32,0.0,0.11,0.0,0.54
351,0.02,0.0,0.16,0.0,0.05,0.0,0.77
352,0.03,0.0,0.1,0.0,0.03,0.0,0.84
353,0.02,0.0,0.16,0.0,0.07,0.0,0.74
354,0.03,0.0,0.17,0.0,0.06,0.0,0.74
355,0.02,0.0,0.12,0.0,0.04,0.0,0.8
356,0.04,0.0,0.19,0.0,0.06,0.0,0.7
357,0.03,0.0,0.08,0.0,0.05,0.0,0.84
358,0.02,0.0,0.27,0.0,0.06,0.0,0.64
359,0.04,0.0,0.23,0.01,0.05,0.0,0.67
360,0.01,0.0,0.12,0.0,0.03,0.0,0.83
361,0.02,0.0,0.16,0.0,0.04,0.0,0.78
362,0.02,0.0,0.12,0.01,0.03,0.01,0.82
363,0.01,0.0,0.06,0.0,0.01,0.0,0.91
364,0.02,0.0,0.15,0.0,0.03,0.0,0.79
365,0.02,0.0,0.1,0.0,0.03,0.0,0.84
366,0.01,0.0,0.09,0.0,0.03,0.0,0.86
367,0.02,0.0,0.14,0.0,0.05,0.0,0.79
368,0.03,0.0,0.18,0.0,0.08,0.0,0.7
369,0.03,0.0,0.15,0.0,0.04,0.0,0.78
370,0.04,0.0,0.1,0.0,0.07,0.0,0.78
371,0.04,0.0,0.08,0.0,0.05,0.0,0.82
372,0.03,0.0,0.12,0.0,0.04,0.0,0.8
373,0.03,0.0,0.08,0.01,0.06,0.0,0.82
374,0.03,0.0,0.12,0.0,0.05,0.0,0.79
375,0.04,0.0,0.23,0.0,0.08,0.0,0.65
376,0.02,0.0,0.13,0.0,0.04,0.0,0.81
377,0.04,0.0,0.11,0.0,0.04,0.0,0.81
378,0.03,0.0,0.13,0.0,0.04,0.01,0.79
379,0.05,0.0,0.15,0.0,0.1,0.01,0.69
380,0.03,0.0,0.18,0.0,0.06,0.0,0.73
381,0.02,0.0,0.11,0.01,0.03,0.0,0.84
382,0.06,0.0,0.2,0.0,0.11,0.0,0.63
383,0.02,0.0,0.09,0.0,0.03,0.0,0.85
384,0.03,0.0,0.12,0.0,0.04,0.0,0.8
385,0.03,0.0,0.15,0.0,0.05,0.0,0.76
386,0.02,0.0,0.12,0.0,0.04,0.0,0.83
387,0.02,0.0,0.21,0.0,0.05,0.0,0.71
388,0.05,0.0,0.11,0.0,0.04,0.0,0.79
389,0.02,0.0,0.1,0.0,0.04,0.0,0.84
390,0.02,0.0,0.09,0.0,0.03,0.0,0.85
391,0.03,0.0,0.1,0.0,0.04,0.0,0.82
392,0.02,0.0,0.09,0.0,0.04,0.0,0.84
393,0.04,0.0,0.16,0.0,0.05,0.0,0.74
394,0.03,0.0,0.08,0.0,0.05,0.0,0.84
395,0.02,0.0,0.13,0.0,0.04,0.0,0.81
396,0.03,0.0,0.13,0.0,0.08,0.0,0.75
397,0.01,0.0,0.11,0.0,0.05,0.0,0.82
398,0.04,0.0,0.08,0.0,0.05,0.0,0.83
399,0.04,0.0,0.14,0.0,0.07,0.0,0.74
400,0.01,0.0,0.05,0.0,0.03,0.0,0.9
401,0.03,0.0,0.13,0.0,0.06,0.0,0.78
402,0.02,0.0,0.1,0.01,0.04,0.0,0.82
403,0.02,0.0,0.08,0.01,0.03,0.0,0.87
404,0.06,0.0,0.25,0.01,0.08,0.01,0.59
405,0.03,0.0,0.1,0.0,0.03,0.0,0.84
406,0.03,0.0,0.14,0.01,0.04,0.0,0.78
407,0.02,0.0,0.14,0.0,0.03,0.0,0.81
408,0.03,0.0,0.07,0.01,0.03,0.01,0.86
409,0.02,0.0,0.06,0.0,0.02,0.01,0.89
410,0.04,0.0,0.11,0.01,0.04,0.0,0.79
411,0.03,0.0,0.09,0.0,0.02,0.01,0.84
412,0.03,0.0,0.14,0.01,0.05,0.0,0.77
413,0.05,0.0,0.09,0.01,0.03,0.01,0.82
414,0.03,0.0,0.1,0.01,0.03,0.0,0.82
415,0.03,0.0,0.1,0.01,0.03,0.01,0.83
416,0.03,0.0,0.07,0.01,0.03,0.0,0.86
417,0.03,0.0,0.13,0.0,0.03,0.0,0.8
418,0.03,0.0,0.14,0.0,0.04,0.0,0.79
419,0.03,0.0,0.1,0.0,0.04,0.0,0.83
420,0.03,0.0,0.09,0.01,0.03,0.01,0.83
421,0.03,0.0,0.09,0.01,0.04,0.0,0.82
422,0.05,0.0,0.08,0.01,0.03,0.01,0.83
423,0.02,0.0,0.12,0.0,0.04,0.0,0.81
424,0.03,0.0,0.14,0.0,0.04,0.0,0.79
425,0.03,0.0,0.13,0.0,0.04,0.0,0.8
426,0.04,0.0,0.12,0.01,0.04,0.01,0.79
427,0.04,0.0,0.09,0.01,0.03,0.01,0.82
428,0.02,0.0,0.11,0.01,0.03,0.0,0.82
429,0.04,0.0,0.13,0.01,0.05,0.0,0.76
430,0.05,0.0,0.25,0.0,0.06,0.0,0.63
431,0.03,0.0,0.1,0.01,0.03,0.0,0.83
432,0.03,0.0,0.13,0.01,0.03,0.01,0.79
433,0.03,0.0,0.11,0.01,0.03,0.0,0.81
434,0.04,0.0,0.18,0.0,0.06,0.0,0.72
435,0.06,0.0,0.12,0.02,0.05,0.0,0.75
436,0.04,0.0,0.15,0.01,0.07,0.0,0.74
437,0.02,0.0,0.13,0.01,0.03,0.0,0.81
438,0.02,0.0,0.15,0.01,0.05,0.0,0.77
439,0.02,0.0,0.15,0.01,0.04,0.0,0.79
440,0.03,0.0,0.11,0.01,0.03,0.01,0.82
441,0.04,0.0,0.08,0.01,0.03,0.01,0.84
442,0.02,0.0,0.09,0.01,0.04,0.0,0.83
443,0.02,0.0,0.08,0.01,0.03,0.0,0.86
444,0.05,0.0,0.2,0.0,0.08,0.0,0.66
445,0.05,0.0,0.07,0.01,0.03,0.0,0.84
446,0.05,0.0,0.15,0.01,0.04,0.01,0.74
447,0.05,0.0,0.26,0.0,0.09,0.0,0.6
448,0.04,0.0,0.12,0.01,0.03,0.01,0.79
449,0.04,0.0,0.19,0.0,0.05,0.0,0.7
450,0.04,0.0,0.2,0.0,0.08,0.0,0.67
451,0.04,0.0,0.21,0.0,0.07,0.0,0.68
452,0.06,0.0,0.28,0.0,0.08,0.01,0.57
453,0.04,0.0,0.14,0.01,0.05,0.0,0.77
454,0.05,0.0,0.22,0.0,0.07,0.0,0.65
455,0.03,0.0,0.24,0.0,0.05,0.01,0.67
456,0.04,0.0,0.2,0.0,0.05,0.0,0.7
457,0.04,0.0,0.11,0.0,0.05,0.0,0.79
458,0.02,0.0,0.22,0.0,0.06,0.0,0.69
459,0.02,0.0,0.25,0.0,0.06,0.0,0.66
460,0.04,0.0,0.16,0.01,0.04,0.01,0.75
461,0.05,0.0,0.15,0.0,0.05,0.0,0.74
462,0.05,0.0,0.2,0.01,0.07,0.01,0.66
463,0.02,0.0,0.14,0.0,0.03,0.0,0.8
464,0.02,0.0,0.22,0.0,0.06,0.0,0.69
