,angry,disgust,fear,happy,sad,surprise,neutral
51,0.02,0.0,0.01,0.0,0.07,0.0,0.9
52,0.01,0.0,0.01,0.0,0.05,0.0,0.93
53,0.02,0.0,0.01,0.0,0.05,0.0,0.92
54,0.02,0.0,0.01,0.0,0.08,0.0,0.89
55,0.01,0.0,0.0,0.0,0.04,0.0,0.95
56,0.02,0.0,0.01,0.0,0.06,0.0,0.91
57,0.03,0.0,0.01,0.0,0.05,0.0,0.91
58,0.02,0.0,0.01,0.0,0.07,0.0,0.9
59,0.02,0.0,0.0,0.0,0.06,0.0,0.92
60,0.02,0.0,0.0,0.0,0.06,0.0,0.92
61,0.01,0.0,0.0,0.0,0.03,0.0,0.95
62,0.02,0.0,0.0,0.0,0.04,0.0,0.93
63,0.03,0.0,0.01,0.0,0.09,0.0,0.87
64,0.02,0.0,0.0,0.0,0.05,0.0,0.93
65,0.04,0.0,0.01,0.0,0.08,0.0,0.87
66,0.03,0.0,0.01,0.0,0.1,0.0,0.86
67,0.02,0.0,0.0,0.0,0.06,0.0,0.92
68,0.02,0.0,0.0,0.0,0.05,0.0,0.92
69,0.02,0.0,0.01,0.0,0.06,0.0,0.92
70,0.01,0.0,0.0,0.0,0.03,0.0,0.96
71,0.02,0.0,0.0,0.0,0.05,0.0,0.93
72,0.02,0.0,0.0,0.0,0.05,0.0,0.92
73,0.02,0.0,0.0,0.0,0.04,0.0,0.94
74,0.02,0.0,0.01,0.0,0.05,0.0,0.92
75,0.01,0.0,0.01,0.0,0.06,0.0,0.92
76,0.02,0.0,0.01,0.0,0.05,0.0,0.93
77,0.03,0.0,0.01,0.0,0.06,0.0,0.91
78,0.03,0.0,0.01,0.0,0.09,0.0,0.86
79,0.02,0.0,0.0,0.0,0.04,0.0,0.94
80,0.02,0.0,0.01,0.0,0.06,0.0,0.91
81,0.02,0.0,0.01,0.0,0.06,0.0,0.91
82,0.02,0.0,0.01,0.0,0.06,0.0,0.91
83,0.02,0.0,0.01,0.0,0.06,0.0,0.91
84,0.01,0.0,0.0,0.0,0.04,0.0,0.94
85,0.02,0.0,0.0,0.0,0.03,0.0,0.95
86,0.01,0.0,0.0,0.0,0.04,0.0,0.94
87,0.02,0.0,0.01,0.0,0.06,0.0,0.92
88,0.01,0.0,0.01,0.0,0.05,0.0,0.93
89,0.01,0.0,0.01,0.0,0.08,0.0,0.9
90,0.02,0.0,0.01,0.0,0.06,0.0,0.91
91,0.02,0.0,0.01,0.0,0.07,0.0,0.9
92,0.02,0.0,0.01,0.0,0.07,0.0,0.91
93,0.01,0.0,0.01,0.0,0.05,0.0,0.93
94,0.02,0.0,0.01,0.0,0.06,0.0,0.91
95,0.02,0.0,0.01,0.0,0.09,0.0,0.89
96,0.01,0.0,0.0,0.0,0.06,0.0,0.92
97,0.02,0.0,0.01,0.0,0.05,0.0,0.93
98,0.02,0.0,0.01,0.0,0.05,0.0,0.92
99,0.02,0.0,0.01,0.0,0.07,0.0,0.9
100,0.03,0.0,0.01,0.0,0.11,0.0,0.85
101,0.02,0.0,0.01,0.0,0.1,0.0,0.87
102,0.01,0.0,0.01,0.0,0.06,0.0,0.92
103,0.01,0.0,0.01,0.0,0.09,0.0,0.88
104,0.02,0.0,0.01,0.0,0.09,0.0,0.88
105,0.02,0.0,0.01,0.0,0.07,0.0,0.9
106,0.01,0.0,0.01,0.0,0.07,0.0,0.91
107,0.02,0.0,0.01,0.0,0.09,0.0,0.88
108,0.01,0.0,0.01,0.0,0.06,0.0,0.92
109,0.02,0.0,0.01,0.0,0.06,0.0,0.91
110,0.01,0.0,0.01,0.0,0.07,0.0,0.91
111,0.01,0.0,0.01,0.0,0.06,0.0,0.92
112,0.01,0.0,0.01,0.0,0.06,0.0,0.91
113,0.01,0.0,0.01,0.0,0.09,0.0,0.88
114,0.01,0.0,0.01,0.0,0.1,0.0,0.88
115,0.01,0.0,0.01,0.0,0.08,0.0,0.9
116,0.01,0.0,0.01,0.0,0.09,0.0,0.89
117,0.01,0.0,0.01,0.0,0.07,0.0,0.91
118,0.02,0.0,0.01,0.0,0.12,0.0,0.84
119,0.01,0.0,0.01,0.0,0.08,0.0,0.9
120,0.02,0.0,0.01,0.0,0.07,0.0,0.91
121,0.02,0.0,0.01,0.0,0.12,0.0,0.85
122,0.01,0.0,0.01,0.0,0.05,0.0,0.93
123,0.02,0.0,0.01,0.0,0.09,0.0,0.89
124,0.02,0.0,0.01,0.0,0.09,0.0,0.89
125,0.01,0.0,0.01,0.0,0.09,0.0,0.89
126,0.02,0.0,0.02,0.0,0.14,0.0,0.82
127,0.02,0.0,0.02,0.0,0.14,0.0,0.83
128,0.01,0.0,0.01,0.0,0.05,0.0,0.93
129,0.01,0.0,0.01,0.0,0.09,0.0,0.89
130,0.02,0.0,0.01,0.0,0.08,0.0,0.9
131,0.01,0.0,0.01,0.0,0.07,0.0,0.9
132,0.02,0.0,0.01,0.0,0.09,0.0,0.88
133,0.01,0.0,0.01,0.0,0.07,0.0,0.91
134,0.01,0.0,0.01,0.0,0.05,0.0,0.92
135,0.02,0.0,0.01,0.0,0.06,0.0,0.91
136,0.02,0.0,0.02,0.0,0.14,0.0,0.82
137,0.02,0.0,0.01,0.0,0.09,0.0,0.87
138,0.02,0.0,0.02,0.0,0.12,0.0,0.83
139,0.01,0.0,0.01,0.0,0.11,0.0,0.87
140,0.01,0.0,0.01,0.0,0.07,0.0,0.91
141,0.01,0.0,0.01,0.0,0.11,0.0,0.86
142,0.01,0.0,0.01,0.0,0.08,0.0,0.89
143,0.02,0.0,0.01,0.0,0.07,0.0,0.9
144,0.02,0.0,0.01,0.0,0.08,0.0,0.89
145,0.01,0.0,0.01,0.0,0.05,0.0,0.93
146,0.01,0.0,0.01,0.0,0.08,0.0,0.9
147,0.02,0.0,0.01,0.0,0.09,0.0,0.89
148,0.01,0.0,0.01,0.0,0.09,0.0,0.89
149,0.02,0.0,0.01,0.0,0.11,0.0,0.87
150,0.02,0.0,0.02,0.0,0.1,0.0,0.86
151,0.02,0.0,0.01,0.0,0.09,0.0,0.88
152,0.02,0.0,0.01,0.0,0.1,0.0,0.86
153,0.02,0.0,0.01,0.0,0.1,0.0,0.87
154,0.01,0.0,0.01,0.0,0.11,0.0,0.86
155,0.01,0.0,0.01,0.0,0.09,0.0,0.89
156,0.02,0.0,0.01,0.0,0.09,0.0,0.89
157,0.01,0.0,0.01,0.0,0.04,0.0,0.94
158,0.02,0.0,0.01,0.0,0.07,0.0,0.9
159,0.02,0.0,0.01,0.0,0.07,0.0,0.9
160,0.02,0.0,0.01,0.0,0.1,0.0,0.87
161,0.03,0.0,0.02,0.0,0.15,0.0,0.8
162,0.02,0.0,0.01,0.0,0.13,0.0,0.84
163,0.02,0.0,0.01,0.0,0.12,0.0,0.85
164,0.03,0.0,0.01,0.0,0.16,0.0,0.8
165,0.02,0.0,0.01,0.0,0.17,0.0,0.8
166,0.02,0.0,0.01,0.0,0.13,0.0,0.84
167,0.02,0.0,0.01,0.0,0.18,0.0,0.78
168,0.01,0.0,0.01,0.0,0.05,0.0,0.93
169,0.01,0.0,0.01,0.0,0.08,0.0,0.9
170,0.02,0.0,0.01,0.0,0.1,0.0,0.88
171,0.02,0.0,0.01,0.0,0.12,0.0,0.85
172,0.02,0.0,0.01,0.0,0.08,0.0,0.88
173,0.02,0.0,0.01,0.0,0.12,0.0,0.85
174,0.01,0.0,0.01,0.0,0.06,0.0,0.91
175,0.02,0.0,0.01,0.0,0.08,0.0,0.9
176,0.02,0.0,0.01,0.0,0.13,0.0,0.84
177,0.01,0.0,0.02,0.0,0.12,0.0,0.85
178,0.02,0.0,0.02,0.0,0.1,0.0,0.86
179,0.02,0.0,0.01,0.0,0.1,0.0,0.87
180,0.01,0.0,0.01,0.0,0.05,0.0,0.93
181,0.02,0.0,0.01,0.0,0.09,0.0,0.87
182,0.02,0.0,0.01,0.0,0.14,0.0,0.82
183,0.01,0.0,0.01,0.0,0.06,0.0,0.92
184,0.02,0.0,0.01,0.0,0.13,0.0,0.84
185,0.01,0.0,0.01,0.0,0.1,0.0,0.88
186,0.01,0.0,0.01,0.0,0.08,0.0,0.9
187,0.02,0.0,0.01,0.0,0.09,0.0,0.88
188,0.02,0.0,0.01,0.0,0.14,0.0,0.83
189,0.02,0.0,0.01,0.0,0.1,0.0,0.86
190,0.02,0.0,0.01,0.0,0.09,0.0,0.88
191,0.01,0.0,0.01,0.0,0.1,0.0,0.88
192,0.02,0.0,0.01,0.0,0.1,0.0,0.87
193,0.03,0.0,0.01,0.0,0.15,0.0,0.8
194,0.02,0.0,0.01,0.0,0.09,0.0,0.89
195,0.02,0.0,0.01,0.0,0.1,0.0,0.87
196,0.01,0.0,0.01,0.0,0.07,0.0,0.91
197,0.01,0.0,0.01,0.0,0.07,0.0,0.91
198,0.02,0.0,0.01,0.0,0.06,0.0,0.91
199,0.02,0.0,0.01,0.0,0.1,0.0,0.88
200,0.01,0.0,0.01,0.0,0.06,0.0,0.92
201,0.01,0.0,0.01,0.0,0.11,0.0,0.87
202,0.01,0.0,0.01,0.0,0.06,0.0,0.93
203,0.01,0.0,0.01,0.0,0.06,0.0,0.92
204,0.02,0.0,0.01,0.0,0.07,0.0,0.91
205,0.01,0.0,0.01,0.0,0.06,0.0,0.92
206,0.01,0.0,0.01,0.0,0.05,0.0,0.93
207,0.01,0.0,0.01,0.0,0.07,0.0,0.92
208,0.01,0.0,0.01,0.0,0.08,0.0,0.9
209,0.01,0.0,0.01,0.0,0.05,0.0,0.93
210,0.02,0.0,0.01,0.0,0.07,0.0,0.91
211,0.01,0.0,0.01,0.0,0.09,0.0,0.89
212,0.01,0.0,0.01,0.0,0.06,0.0,0.93
213,0.01,0.0,0.01,0.0,0.05,0.0,0.93
214,0.02,0.0,0.01,0.0,0.11,0.0,0.87
215,0.01,0.0,0.01,0.0,0.06,0.0,0.92
216,0.01,0.0,0.01,0.0,0.05,0.0,0.93
217,0.01,0.0,0.01,0.0,0.05,0.0,0.93
218,0.01,0.0,0.01,0.0,0.04,0.0,0.94
219,0.01,0.0,0.01,0.0,0.05,0.0,0.94
220,0.01,0.0,0.0,0.0,0.06,0.0,0.93
221,0.01,0.0,0.01,0.0,0.06,0.0,0.92
222,0.01,0.0,0.01,0.0,0.06,0.0,0.92
223,0.01,0.0,0.01,0.0,0.06,0.0,0.92
224,0.01,0.0,0.01,0.0,0.06,0.0,0.92
225,0.02,0.0,0.01,0.0,0.08,0.0,0.89
226,0.01,0.0,0.01,0.0,0.08,0.0,0.9
227,0.01,0.0,0.01,0.0,0.05,0.0,0.93
228,0.01,0.0,0.01,0.0,0.09,0.0,0.89
229,0.01,0.0,0.0,0.0,0.06,0.0,0.93
230,0.01,0.0,0.01,0.0,0.05,0.0,0.93
231,0.01,0.0,0.01,0.0,0.06,0.0,0.93
232,0.01,0.0,0.0,0.0,0.06,0.0,0.92
233,0.01,0.0,0.01,0.0,0.06,0.0,0.92
234,0.01,0.0,0.01,0.0,0.06,0.0,0.93
235,0.01,0.0,0.01,0.0,0.06,0.0,0.92
236,0.01,0.0,0.0,0.0,0.08,0.0,0.91
237,0.02,0.0,0.01,0.0,0.1,0.0,0.88
238,0.01,0.0,0.01,0.0,0.06,0.0,0.92
239,0.02,0.0,0.01,0.0,0.08,0.0,0.88
240,0.01,0.0,0.01,0.0,0.08,0.0,0.9
241,0.02,0.0,0.01,0.0,0.11,0.0,0.86
242,0.02,0.0,0.01,0.0,0.1,0.0,0.88
243,0.01,0.0,0.01,0.0,0.08,0.0,0.89
244,0.01,0.0,0.01,0.0,0.08,0.0,0.9
245,0.02,0.0,0.01,0.0,0.1,0.0,0.87
246,0.02,0.0,0.01,0.0,0.11,0.0,0.86
247,0.02,0.0,0.01,0.0,0.08,0.0,0.89
248,0.02,0.0,0.01,0.0,0.12,0.0,0.85
249,0.03,0.0,0.01,0.0,0.13,0.0,0.83
250,0.03,0.0,0.01,0.0,0.11,0.0,0.85
251,0.02,0.0,0.01,0.0,0.11,0.0,0.86
252,0.02,0.0,0.01,0.0,0.07,0.0,0.91
253,0.03,0.0,0.01,0.0,0.12,0.0,0.84
254,0.02,0.0,0.01,0.0,0.1,0.0,0.88
255,0.02,0.0,0.0,0.0,0.08,0.0,0.9
256,0.03,0.0,0.01,0.0,0.11,0.0,0.84
257,0.02,0.0,0.01,0.0,0.08,0.0,0.9
258,0.01,0.0,0.01,0.0,0.04,0.0,0.94
259,0.02,0.0,0.01,0.0,0.06,0.0,0.91
260,0.02,0.0,0.01,0.0,0.06,0.0,0.92
261,0.02,0.0,0.01,0.0,0.09,0.0,0.89
262,0.01,0.0,0.01,0.0,0.08,0.0,0.9
263,0.02,0.0,0.01,0.0,0.09,0.0,0.88
264,0.01,0.0,0.01,0.0,0.06,0.0,0.93
265,0.01,0.0,0.0,0.0,0.07,0.0,0.92
266,0.02,0.0,0.01,0.0,0.12,0.0,0.85
267,0.01,0.0,0.01,0.0,0.05,0.0,0.94
268,0.01,0.0,0.01,0.0,0.09,0.0,0.89
269,0.01,0.0,0.0,0.0,0.09,0.0,0.89
270,0.01,0.0,0.0,0.0,0.05,0.0,0.94
271,0.01,0.0,0.01,0.0,0.06,0.0,0.92
272,0.01,0.0,0.01,0.0,0.1,0.0,0.88
273,0.01,0.0,0.0,0.0,0.05,0.0,0.94
274,0.01,0.0,0.0,0.0,0.07,0.0,0.92
275,0.01,0.0,0.01,0.0,0.11,0.0,0.86
276,0.02,0.0,0.01,0.0,0.12,0.0,0.85
277,0.01,0.0,0.01,0.0,0.08,0.0,0.89
278,0.01,0.0,0.01,0.0,0.07,0.0,0.9
279,0.02,0.0,0.01,0.0,0.08,0.0,0.89
280,0.01,0.0,0.01,0.0,0.06,0.0,0.92
281,0.01,0.0,0.01,0.0,0.07,0.0,0.91
282,0.01,0.0,0.01,0.0,0.05,0.0,0.93
283,0.01,0.0,0.0,0.0,0.05,0.0,0.93
284,0.02,0.0,0.01,0.0,0.08,0.0,0.89
285,0.01,0.0,0.0,0.0,0.06,0.0,0.93
286,0.01,0.0,0.01,0.0,0.08,0.0,0.9
287,0.02,0.0,0.01,0.0,0.07,0.0,0.91
288,0.01,0.0,0.01,0.0,0.05,0.0,0.93
289,0.02,0.0,0.01,0.0,0.07,0.0,0.89
290,0.01,0.0,0.0,0.0,0.04,0.0,0.95
291,0.01,0.0,0.01,0.0,0.05,0.0,0.93
292,0.01,0.0,0.01,0.0,0.08,0.0,0.89
293,0.01,0.0,0.01,0.0,0.05,0.0,0.93
294,0.01,0.0,0.01,0.0,0.06,0.0,0.92
295,0.01,0.0,0.0,0.0,0.04,0.0,0.95
296,0.01,0.0,0.01,0.0,0.08,0.0,0.9
297,0.01,0.0,0.01,0.0,0.06,0.0,0.92
298,0.02,0.0,0.01,0.0,0.09,0.0,0.88
299,0.01,0.0,0.01,0.0,0.05,0.0,0.92
300,0.01,0.0,0.01,0.0,0.09,0.0,0.89
301,0.01,0.0,0.01,0.0,0.06,0.0,0.92
302,0.01,0.0,0.01,0.0,0.06,0.0,0.92
303,0.01,0.0,0.01,0.0,0.05,0.0,0.93
304,0.01,0.0,0.01,0.0,0.04,0.0,0.94
305,0.01,0.0,0.01,0.0,0.04,0.0,0.95
306,0.01,0.0,0.01,0.0,0.05,0.0,0.93
307,0.01,0.0,0.0,0.0,0.04,0.0,0.95
308,0.01,0.0,0.0,0.0,0.04,0.0,0.94
309,0.01,0.0,0.01,0.0,0.07,0.0,0.91
310,0.01,0.0,0.01,0.0,0.06,0.0,0.92
311,0.01,0.0,0.01,0.0,0.06,0.0,0.92
312,0.02,0.0,0.01,0.0,0.08,0.0,0.9
313,0.01,0.0,0.01,0.0,0.05,0.0,0.92
314,0.01,0.0,0.0,0.0,0.03,0.0,0.95
315,0.02,0.0,0.01,0.0,0.08,0.0,0.88
316,0.01,0.0,0.01,0.0,0.05,0.0,0.93
317,0.02,0.0,0.01,0.0,0.07,0.0,0.9
318,0.02,0.0,0.01,0.0,0.1,0.0,0.87
319,0.01,0.0,0.01,0.0,0.07,0.0,0.9
320,0.02,0.0,0.01,0.0,0.11,0.0,0.86
321,0.01,0.0,0.01,0.0,0.1,0.0,0.87
322,0.01,0.0,0.01,0.0,0.07,0.0,0.91
323,0.01,0.0,0.01,0.0,0.09,0.0,0.88
324,0.01,0.0,0.01,0.0,0.05,0.0,0.94
325,0.01,0.0,0.01,0.0,0.07,0.0,0.91
326,0.01,0.0,0.02,0.0,0.09,0.0,0.88
327,0.01,0.0,0.01,0.0,0.08,0.0,0.9
328,0.01,0.0,0.01,0.0,0.07,0.0,0.91
329,0.02,0.0,0.01,0.0,0.11,0.0,0.86
330,0.02,0.0,0.01,0.0,0.09,0.0,0.87
331,0.01,0.0,0.01,0.0,0.07,0.0,0.9
332,0.02,0.0,0.01,0.0,0.09,0.0,0.88
333,0.01,0.0,0.01,0.0,0.08,0.0,0.89
334,0.02,0.0,0.01,0.0,0.11,0.0,0.86
335,0.02,0.0,0.01,0.0,0.13,0.0,0.84
336,0.02,0.0,0.01,0.0,0.07,0.0,0.9
337,0.02,0.0,0.01,0.0,0.08,0.0,0.9
338,0.01,0.0,0.01,0.0,0.1,0.0,0.88
339,0.01,0.0,0.01,0.0,0.06,0.0,0.92
340,0.01,0.0,0.01,0.0,0.08,0.0,0.9
341,0.02,0.0,0.02,0.0,0.15,0.0,0.81
342,0.01,0.0,0.01,0.0,0.07,0.0,0.91
343,0.02,0.0,0.01,0.0,0.1,0.0,0.86
344,0.01,0.0,0.01,0.0,0.11,0.0,0.87
345,0.01,0.0,0.01,0.0,0.07,0.0,0.91
346,0.01,0.0,0.01,0.0,0.09,0.0,0.89
347,0.01,0.0,0.01,0.0,0.08,0.0,0.89
348,0.01,0.0,0.02,0.0,0.09,0.0,0.88
349,0.02,0.0,0.01,0.0,0.08,0.0,0.88
350,0.01,0.0,0.02,0.0,0.12,0.0,0.85
351,0.01,0.0,0.01,0.0,0.07,0.0,0.92
352,0.01,0.0,0.01,0.0,0.11,0.0,0.87
353,0.01,0.0,0.01,0.0,0.08,0.0,0.89
354,0.01,0.0,0.01,0.0,0.1,0.0,0.87
355,0.02,0.0,0.01,0.0,0.11,0.0,0.85
356,0.01,0.0,0.01,0.0,0.1,0.0,0.88
357,0.01,0.0,0.01,0.0,0.08,0.0,0.89
358,0.01,0.0,0.01,0.0,0.09,0.0,0.89
359,0.01,0.0,0.01,0.0,0.08,0.0,0.89
360,0.02,0.0,0.01,0.0,0.08,0.0,0.88
361,0.01,0.0,0.01,0.0,0.09,0.0,0.89
362,0.01,0.0,0.01,0.0,0.07,0.0,0.91
363,0.01,0.0,0.01,0.0,0.07,0.0,0.9
364,0.03,0.0,0.01,0.0,0.09,0.0,0.87
365,0.01,0.0,0.0,0.0,0.05,0.0,0.93
366,0.01,0.0,0.01,0.0,0.06,0.0,0.92
367,0.01,0.0,0.0,0.0,0.04,0.0,0.94
368,0.02,0.0,0.0,0.0,0.05,0.0,0.93
369,0.02,0.0,0.0,0.0,0.08,0.0,0.9
370,0.01,0.0,0.01,0.0,0.06,0.0,0.93
371,0.02,0.0,0.01,0.0,0.1,0.0,0.87
372,0.02,0.0,0.01,0.0,0.07,0.0,0.9
373,0.01,0.0,0.01,0.0,0.06,0.0,0.92
374,0.01,0.0,0.01,0.0,0.05,0.0,0.92
375,0.02,0.0,0.01,0.0,0.08,0.0,0.89
376,0.02,0.0,0.01,0.0,0.13,0.0,0.85
377,0.02,0.0,0.01,0.0,0.1,0.0,0.87
378,0.02,0.0,0.01,0.0,0.06,0.0,0.91
379,0.03,0.0,0.01,0.0,0.09,0.0,0.87
380,0.02,0.0,0.01,0.0,0.07,0.0,0.91
381,0.02,0.0,0.01,0.0,0.08,0.0,0.89
382,0.02,0.0,0.01,0.0,0.1,0.0,0.87
383,0.01,0.0,0.0,0.0,0.05,0.0,0.93
384,0.01,0.0,0.0,0.0,0.04,0.0,0.94
385,0.02,0.0,0.0,0.0,0.05,0.0,0.93
386,0.01,0.0,0.0,0.0,0.04,0.0,0.95
387,0.02,0.0,0.01,0.0,0.07,0.0,0.9
388,0.01,0.0,0.01,0.0,0.07,0.0,0.91
389,0.01,0.0,0.0,0.0,0.06,0.0,0.93
390,0.02,0.0,0.01,0.0,0.09,0.0,0.88
391,0.02,0.0,0.01,0.0,0.11,0.0,0.86
392,0.03,0.0,0.01,0.0,0.11,0.0,0.85
393,0.02,0.0,0.01,0.0,0.13,0.0,0.84
394,0.02,0.0,0.02,0.0,0.11,0.0,0.84
395,0.05,0.0,0.01,0.0,0.13,0.0,0.81
396,0.01,0.0,0.0,0.0,0.05,0.0,0.93
397,0.01,0.0,0.0,0.0,0.04,0.0,0.95
398,0.01,0.0,0.01,0.0,0.08,0.0,0.9
399,0.02,0.0,0.01,0.0,0.1,0.0,0.87
400,0.02,0.0,0.01,0.0,0.08,0.0,0.9
401,0.03,0.0,0.01,0.0,0.09,0.0,0.87
402,0.02,0.0,0.01,0.0,0.12,0.0,0.86
403,0.01,0.0,0.01,0.0,0.06,0.0,0.92
404,0.02,0.0,0.01,0.0,0.09,0.0,0.89
405,0.02,0.0,0.01,0.0,0.08,0.0,0.89
406,0.02,0.0,0.01,0.0,0.08,0.0,0.89
407,0.02,0.0,0.01,0.0,0.11,0.0,0.86
408,0.01,0.0,0.01,0.0,0.07,0.0,0.9
409,0.02,0.0,0.01,0.0,0.1,0.0,0.87
410,0.02,0.0,0.01,0.0,0.1,0.0,0.87
411,0.02,0.0,0.01,0.0,0.08,0.0,0.89
412,0.01,0.0,0.01,0.0,0.07,0.0,0.91
413,0.02,0.0,0.01,0.0,0.08,0.0,0.89
414,0.01,0.0,0.01,0.0,0.06,0.0,0.93
415,0.02,0.0,0.01,0.0,0.07,0.0,0.91
416,0.01,0.0,0.01,0.0,0.11,0.0,0.88
417,0.02,0.0,0.01,0.0,0.09,0.0,0.87
418,0.02,0.0,0.01,0.0,0.1,0.0,0.87
419,0.02,0.0,0.01,0.0,0.08,0.0,0.89
420,0.01,0.0,0.0,0.0,0.05,0.0,0.93
421,0.01,0.0,0.01,0.0,0.06,0.0,0.92
422,0.02,0.0,0.01,0.0,0.09,0.0,0.88
423,0.01,0.0,0.0,0.0,0.05,0.0,0.94
424,0.01,0.0,0.0,0.0,0.07,0.0,0.92
425,0.02,0.0,0.01,0.0,0.09,0.0,0.89
426,0.01,0.0,0.0,0.0,0.05,0.0,0.93
427,0.02,0.0,0.01,0.0,0.1,0.0,0.88
428,0.02,0.0,0.01,0.0,0.1,0.0,0.87
429,0.01,0.0,0.01,0.0,0.08,0.0,0.89
430,0.01,0.0,0.01,0.0,0.07,0.0,0.91
431,0.01,0.0,0.01,0.0,0.07,0.0,0.91
432,0.02,0.0,0.01,0.0,0.11,0.0,0.87
433,0.01,0.0,0.0,0.0,0.07,0.0,0.91
434,0.02,0.0,0.01,0.0,0.09,0.0,0.88
435,0.02,0.0,0.01,0.0,0.13,0.0,0.83
436,0.03,0.0,0.01,0.0,0.14,0.0,0.82
437,0.02,0.0,0.02,0.0,0.14,0.0,0.82
438,0.02,0.0,0.01,0.0,0.1,0.0,0.87
439,0.01,0.0,0.01,0.0,0.13,0.0,0.84
440,0.01,0.0,0.01,0.0,0.1,0.0,0.88
441,0.02,0.0,0.01,0.0,0.09,0.0,0.88
442,0.02,0.0,0.0,0.0,0.07,0.0,0.91
443,0.02,0.0,0.01,0.0,0.11,0.0,0.86
444,0.01,0.0,0.01,0.0,0.04,0.0,0.94
445,0.01,0.0,0.01,0.0,0.09,0.0,0.89
446,0.01,0.0,0.01,0.0,0.1,0.0,0.88
447,0.01,0.0,0.01,0.0,0.11,0.0,0.87
448,0.03,0.0,0.01,0.0,0.12,0.0,0.84
449,0.02,0.0,0.01,0.0,0.07,0.0,0.9
450,0.02,0.0,0.01,0.0,0.14,0.0,0.83
451,0.02,0.0,0.02,0.0,0.12,0.0,0.83
452,0.01,0.0,0.01,0.0,0.07,0.0,0.92
453,0.01,0.0,0.01,0.0,0.09,0.0,0.88
454,0.02,0.0,0.01,0.0,0.11,0.0,0.86
455,0.01,0.0,0.01,0.0,0.05,0.0,0.93
456,0.01,0.0,0.0,0.0,0.09,0.0,0.9
457,0.01,0.0,0.01,0.0,0.09,0.0,0.89
458,0.02,0.0,0.01,0.0,0.12,0.0,0.86
459,0.02,0.0,0.01,0.0,0.09,0.0,0.87
460,0.02,0.0,0.02,0.0,0.12,0.0,0.84
461,0.01,0.0,0.01,0.0,0.07,0.0,0.91
462,0.02,0.0,0.01,0.0,0.1,0.0,0.88
463,0.02,0.0,0.01,0.0,0.07,0.0,0.9
464,0.02,0.0,0.01,0.0,0.1,0.0,0.87
