normalize,angry,fear,happy,sad,surprise,cnt,chooseframe
467,0.16,0.02,0.1,0.17,0.0,234,0
469,0.14,0.04,0.14,0.23,0.0,235,0
471,0.04,0.02,0.1,0.12,0.0,236,0
473,0.04,0.04,0.12,0.2,0.0,237,0
475,0.06,0.03,0.04,0.24,0.0,238,0
477,0.2,0.05,0.12,0.22,0.0,239,0
479,0.1,0.05,0.1,0.24,0.0,240,0
481,0.08,0.03,0.11,0.16,0.0,241,0
483,0.08,0.05,0.1,0.21,0.0,242,0
485,0.06,0.02,0.07,0.2,0.0,243,0
487,0.07,0.02,0.08,0.17,0.0,244,0
489,0.12,0.02,0.11,0.2,0.0,245,0
491,0.12,0.05,0.12,0.2,0.0,246,0
493,0.08,0.04,0.14,0.15,0.0,247,0
495,0.06,0.06,0.12,0.24,0.01,248,0
497,0.1,0.04,0.08,0.26,0.0,249,0
499,0.11,0.04,0.09,0.17,0.0,250,0
501,0.1,0.03,0.09,0.2,0.0,251,0
503,0.11,0.04,0.05,0.19,0.01,252,0
505,0.06,0.04,0.11,0.16,0.0,253,0
507,0.23,0.04,0.08,0.25,0.0,254,0
509,0.13,0.04,0.06,0.28,0.0,255,0
511,0.05,0.02,0.11,0.12,0.0,256,0
513,0.1,0.02,0.05,0.3,0.0,257,0
515,0.09,0.02,0.06,0.19,0.0,258,0
517,0.05,0.03,0.11,0.16,0.0,259,0
519,0.09,0.02,0.12,0.17,0.0,260,0
521,0.08,0.03,0.07,0.2,0.0,261,0
523,0.09,0.02,0.08,0.22,0.0,262,0
525,0.09,0.02,0.07,0.2,0.0,263,0
527,0.07,0.04,0.11,0.17,0.0,264,0
529,0.12,0.03,0.09,0.21,0.0,265,0
531,0.12,0.02,0.08,0.17,0.0,266,0
533,0.12,0.03,0.06,0.22,0.0,267,0
535,0.08,0.02,0.1,0.2,0.0,268,0
537,0.12,0.03,0.04,0.39,0.0,269,0
539,0.08,0.03,0.12,0.19,0.0,270,0
541,0.09,0.02,0.07,0.2,0.0,271,0
543,0.12,0.03,0.05,0.22,0.0,272,0
545,0.07,0.04,0.05,0.27,0.0,273,0
547,0.07,0.03,0.16,0.19,0.0,274,0
549,0.11,0.02,0.04,0.25,0.0,275,0
551,0.1,0.02,0.08,0.16,0.0,276,0
553,0.14,0.03,0.06,0.18,0.0,277,0
555,0.11,0.05,0.16,0.23,0.0,278,0
557,0.14,0.04,0.09,0.33,0.0,279,0
559,0.17,0.03,0.04,0.24,0.0,280,0
561,0.09,0.04,0.06,0.31,0.0,281,0
563,0.09,0.02,0.09,0.23,0.0,282,0
565,0.11,0.03,0.09,0.27,0.0,283,0
567,0.13,0.03,0.01,0.35,0.0,284,0
569,0.08,0.02,0.13,0.21,0.0,285,0
571,0.15,0.03,0.03,0.29,0.0,286,0
573,0.13,0.04,0.04,0.34,0.0,287,0
575,0.06,0.02,0.18,0.13,0.0,288,0
577,0.07,0.01,0.12,0.17,0.0,289,0
579,0.1,0.03,0.03,0.26,0.0,290,0
581,0.11,0.02,0.07,0.27,0.0,291,0
583,0.15,0.04,0.06,0.3,0.0,292,0
585,0.08,0.03,0.07,0.23,0.0,293,0
587,0.08,0.02,0.11,0.16,0.0,294,0
589,0.12,0.02,0.04,0.16,0.0,295,0
591,0.08,0.03,0.11,0.17,0.0,296,0
593,0.06,0.02,0.21,0.21,0.0,297,0
595,0.08,0.03,0.16,0.22,0.0,298,0
597,0.03,0.03,0.29,0.13,0.0,299,0
599,0.16,0.03,0.16,0.22,0.0,300,0
601,0.03,0.02,0.38,0.12,0.0,301,0
603,0.03,0.02,0.34,0.15,0.0,302,0
605,0.05,0.03,0.26,0.26,0.0,303,0
607,0.09,0.02,0.17,0.3,0.0,304,0
609,0.05,0.02,0.24,0.24,0.0,305,0
611,0.09,0.02,0.12,0.28,0.0,306,0
613,0.08,0.03,0.17,0.35,0.0,307,0
615,0.03,0.02,0.42,0.11,0.0,308,0
617,0.07,0.02,0.16,0.26,0.0,309,0
619,0.07,0.02,0.25,0.19,0.0,310,0
621,0.03,0.02,0.43,0.14,0.0,311,0
623,0.05,0.01,0.4,0.14,0.0,312,0
625,0.02,0.01,0.51,0.07,0.0,313,0
627,0.03,0.01,0.52,0.1,0.0,314,0
629,0.01,0.01,0.82,0.02,0.0,315,0
631,0.02,0.01,0.55,0.09,0.0,316,0
633,0.01,0.01,0.65,0.07,0.0,317,0
635,0.02,0.01,0.39,0.14,0.0,318,0
637,0.02,0.01,0.56,0.07,0.0,319,0
639,0.03,0.01,0.44,0.11,0.0,320,0
641,0.02,0.01,0.64,0.08,0.0,321,0
643,0.01,0.01,0.76,0.05,0.0,322,0
645,0.0,0.0,0.9,0.02,0.0,323,0
647,0.01,0.0,0.84,0.05,0.0,324,0
649,0.01,0.01,0.62,0.07,0.0,325,0
651,0.0,0.0,0.92,0.01,0.0,326,0
653,0.01,0.0,0.85,0.04,0.0,327,0
655,0.01,0.0,0.86,0.03,0.0,328,0
657,0.0,0.0,0.84,0.03,0.0,329,0
659,0.01,0.01,0.78,0.07,0.0,330,0
661,0.0,0.0,0.91,0.02,0.0,331,0
663,0.0,0.0,0.85,0.03,0.0,332,0
665,0.01,0.01,0.79,0.07,0.0,333,0
667,0.0,0.01,0.83,0.04,0.0,334,0
669,0.01,0.0,0.75,0.06,0.0,335,0
671,0.01,0.01,0.76,0.08,0.0,336,0
673,0.0,0.0,0.88,0.02,0.0,337,0
675,0.01,0.01,0.73,0.07,0.0,338,0
677,0.01,0.01,0.85,0.03,0.0,339,0
679,0.0,0.0,0.9,0.02,0.0,340,0
681,0.02,0.01,0.63,0.09,0.0,341,0
683,0.01,0.01,0.69,0.07,0.0,342,0
685,0.01,0.01,0.68,0.08,0.0,343,0
687,0.02,0.01,0.67,0.09,0.0,344,0
689,0.01,0.01,0.72,0.06,0.0,345,0
691,0.02,0.01,0.73,0.07,0.0,346,0
693,0.01,0.01,0.77,0.07,0.0,347,0
695,0.01,0.01,0.72,0.06,0.0,348,0
697,0.01,0.01,0.83,0.05,0.0,349,0
699,0.03,0.01,0.69,0.09,0.0,350,0
701,0.01,0.01,0.64,0.08,0.0,351,0
703,0.01,0.0,0.87,0.02,0.0,352,0
705,0.03,0.01,0.5,0.13,0.0,353,0
707,0.04,0.03,0.41,0.16,0.0,354,0
709,0.04,0.01,0.59,0.06,0.0,355,0
711,0.03,0.01,0.42,0.12,0.0,356,0
713,0.03,0.01,0.5,0.08,0.0,357,0
715,0.03,0.02,0.44,0.08,0.0,358,0
717,0.05,0.02,0.45,0.15,0.0,359,0
719,0.03,0.01,0.51,0.07,0.0,360,0
721,0.06,0.02,0.24,0.24,0.0,361,0
723,0.05,0.03,0.32,0.11,0.0,362,0
725,0.04,0.01,0.39,0.06,0.0,363,0
727,0.04,0.01,0.61,0.06,0.0,364,0
729,0.04,0.01,0.35,0.09,0.0,365,0
731,0.03,0.01,0.54,0.04,0.0,366,0
733,0.05,0.02,0.47,0.07,0.0,367,0
735,0.02,0.01,0.56,0.07,0.0,368,0
737,0.04,0.02,0.45,0.08,0.0,369,0
739,0.07,0.03,0.28,0.19,0.0,370,0
741,0.03,0.02,0.37,0.16,0.0,371,0
743,0.05,0.02,0.36,0.1,0.0,372,0
745,0.04,0.03,0.37,0.1,0.01,373,0
747,0.04,0.02,0.37,0.1,0.0,374,0
749,0.05,0.02,0.43,0.11,0.0,375,0
751,0.08,0.05,0.29,0.18,0.01,376,0
753,0.03,0.02,0.47,0.04,0.0,377,0
755,0.03,0.02,0.53,0.04,0.0,378,0
757,0.06,0.03,0.48,0.1,0.0,379,0
759,0.05,0.06,0.57,0.08,0.01,380,0
761,0.02,0.03,0.77,0.03,0.01,381,0
763,0.07,0.08,0.43,0.12,0.01,382,0
765,0.04,0.05,0.69,0.06,0.01,383,0
767,0.04,0.04,0.65,0.09,0.01,384,0
769,0.08,0.11,0.48,0.11,0.01,385,0
771,0.05,0.05,0.69,0.1,0.01,386,0
773,0.08,0.09,0.59,0.11,0.01,387,0
775,0.07,0.06,0.66,0.08,0.01,388,0
777,0.05,0.08,0.73,0.06,0.01,389,0
779,0.02,0.02,0.83,0.03,0.01,390,0
781,0.07,0.09,0.6,0.1,0.01,391,0
783,0.1,0.15,0.47,0.16,0.02,392,0
785,0.05,0.05,0.69,0.08,0.01,393,0
787,0.1,0.21,0.31,0.21,0.01,394,0
789,0.06,0.09,0.59,0.14,0.02,395,0
791,0.06,0.05,0.71,0.08,0.01,396,0
793,0.15,0.25,0.26,0.21,0.01,397,0
794,0.09,0.09,0.54,0.14,0.02,398,0
796,0.06,0.08,0.51,0.08,0.01,399,0
798,0.13,0.18,0.45,0.14,0.02,400,0
800,0.09,0.11,0.57,0.1,0.02,401,0
802,0.14,0.12,0.28,0.22,0.01,402,0
804,0.07,0.18,0.5,0.13,0.02,403,0
806,0.1,0.06,0.48,0.14,0.01,404,0
808,0.03,0.04,0.74,0.06,0.02,405,0
810,0.15,0.17,0.29,0.19,0.01,406,0
812,0.07,0.06,0.61,0.09,0.01,407,1
814,0.06,0.05,0.65,0.07,0.01,408,0
816,0.14,0.23,0.26,0.16,0.01,409,0
818,0.1,0.06,0.42,0.17,0.01,410,0
820,0.12,0.05,0.42,0.15,0.01,411,0
822,0.14,0.16,0.27,0.23,0.01,412,0
824,0.03,0.04,0.65,0.07,0.0,413,0
826,0.07,0.09,0.39,0.13,0.01,414,0
828,0.11,0.06,0.35,0.15,0.0,415,0
830,0.11,0.05,0.2,0.15,0.0,416,0
832,0.06,0.15,0.26,0.23,0.0,417,0
834,0.11,0.12,0.31,0.13,0.01,418,0
836,0.16,0.16,0.11,0.31,0.01,419,0
838,0.09,0.1,0.29,0.13,0.0,420,0
840,0.14,0.21,0.16,0.29,0.01,421,0
842,0.11,0.13,0.22,0.22,0.01,422,0
844,0.14,0.05,0.16,0.16,0.0,423,0
846,0.06,0.07,0.4,0.11,0.01,424,0
848,0.13,0.07,0.15,0.13,0.0,425,0
850,0.1,0.11,0.22,0.16,0.0,426,0
852,0.04,0.09,0.48,0.11,0.0,427,0
854,0.07,0.1,0.25,0.16,0.0,428,0
856,0.12,0.16,0.2,0.16,0.01,429,0
858,0.08,0.04,0.14,0.14,0.0,430,0
860,0.04,0.06,0.45,0.09,0.01,431,0
862,0.09,0.12,0.23,0.23,0.01,432,0
864,0.06,0.12,0.16,0.28,0.0,433,0
866,0.1,0.1,0.33,0.15,0.01,434,0
868,0.1,0.2,0.2,0.17,0.01,435,0
870,0.07,0.08,0.38,0.11,0.01,436,0
872,0.15,0.1,0.22,0.21,0.01,437,0
874,0.08,0.1,0.42,0.16,0.01,438,0
876,0.04,0.04,0.38,0.08,0.0,439,0
878,0.12,0.12,0.23,0.24,0.01,440,0
880,0.07,0.11,0.37,0.14,0.01,441,0
882,0.13,0.11,0.14,0.29,0.0,442,0
884,0.12,0.12,0.18,0.22,0.0,443,0
886,0.09,0.14,0.16,0.23,0.01,444,0
888,0.1,0.04,0.21,0.1,0.01,445,0
890,0.12,0.16,0.15,0.18,0.01,446,0
892,0.12,0.24,0.18,0.18,0.01,447,0
894,0.07,0.16,0.24,0.18,0.01,448,0
896,0.09,0.19,0.15,0.24,0.01,449,0
898,0.09,0.12,0.22,0.25,0.01,450,0
900,0.08,0.14,0.13,0.15,0.01,451,0
902,0.08,0.11,0.21,0.17,0.01,452,0
904,0.11,0.12,0.12,0.25,0.01,453,0
906,0.18,0.08,0.12,0.27,0.0,454,0
908,0.15,0.14,0.16,0.23,0.01,455,0
910,0.05,0.04,0.26,0.13,0.0,456,0
912,0.12,0.14,0.12,0.22,0.01,457,0
914,0.13,0.11,0.15,0.2,0.01,458,0
916,0.14,0.1,0.13,0.27,0.0,459,0
918,0.13,0.09,0.13,0.23,0.0,460,0
920,0.16,0.09,0.09,0.21,0.0,461,0
922,0.15,0.1,0.11,0.28,0.0,462,0
924,0.16,0.09,0.06,0.27,0.0,463,0
926,0.13,0.12,0.13,0.22,0.0,464,0
928,0.13,0.06,0.17,0.19,0.0,465,0
930,0.13,0.15,0.13,0.31,0.01,466,0
932,0.11,0.08,0.21,0.19,0.01,467,0
934,0.18,0.1,0.09,0.17,0.0,468,0
936,0.15,0.12,0.11,0.19,0.0,469,0
938,0.16,0.09,0.05,0.28,0.0,470,0
940,0.12,0.1,0.07,0.26,0.01,471,0
942,0.18,0.15,0.13,0.21,0.0,472,0
944,0.07,0.09,0.27,0.13,0.01,473,0
946,0.17,0.14,0.08,0.28,0.0,474,0
948,0.13,0.24,0.05,0.23,0.01,475,0
950,0.16,0.12,0.12,0.19,0.01,476,0
952,0.17,0.12,0.04,0.22,0.01,477,0
954,0.18,0.12,0.07,0.27,0.01,478,0
956,0.12,0.1,0.18,0.19,0.01,479,0
958,0.14,0.13,0.13,0.18,0.01,480,0
960,0.11,0.11,0.19,0.19,0.01,481,0
962,0.14,0.08,0.15,0.3,0.01,482,0
964,0.15,0.11,0.16,0.17,0.01,483,0
966,0.16,0.1,0.2,0.18,0.01,484,0
968,0.11,0.07,0.28,0.18,0.01,485,0
970,0.17,0.09,0.16,0.21,0.01,486,0
972,0.11,0.19,0.14,0.17,0.01,487,0
974,0.16,0.12,0.08,0.3,0.01,488,0
976,0.19,0.14,0.1,0.33,0.01,489,0
978,0.13,0.09,0.15,0.37,0.01,490,0
980,0.19,0.07,0.13,0.3,0.01,491,0
982,0.16,0.2,0.06,0.36,0.01,492,0
984,0.23,0.13,0.08,0.38,0.01,493,0
986,0.2,0.09,0.17,0.33,0.01,494,0
988,0.22,0.18,0.06,0.37,0.01,495,0
990,0.25,0.15,0.04,0.3,0.01,496,0
992,0.22,0.08,0.02,0.34,0.0,497,0
994,0.22,0.06,0.01,0.27,0.0,498,0
996,0.34,0.03,0.01,0.16,0.0,499,0
998,0.34,0.02,0.01,0.13,0.0,500,0
1000,0.37,0.02,0.0,0.16,0.0,501,0
1002,0.38,0.01,0.01,0.13,0.0,502,0
1004,0.38,0.02,0.01,0.19,0.0,503,0
1006,0.47,0.02,0.0,0.16,0.0,504,0
1008,0.35,0.02,0.01,0.23,0.0,505,0
1010,0.33,0.01,0.01,0.17,0.0,506,0
1012,0.39,0.01,0.0,0.14,0.0,507,0
1014,0.43,0.02,0.0,0.13,0.0,508,0
1016,0.42,0.01,0.0,0.15,0.0,509,0
1018,0.39,0.01,0.01,0.13,0.0,510,0
1020,0.5,0.02,0.0,0.16,0.0,511,0
1022,0.49,0.02,0.0,0.2,0.0,512,0
1024,0.52,0.02,0.01,0.15,0.0,513,0
1026,0.53,0.01,0.01,0.16,0.0,514,0
1028,0.45,0.01,0.0,0.21,0.0,515,0
1030,0.39,0.01,0.01,0.16,0.0,516,0
1032,0.49,0.01,0.0,0.12,0.0,517,0
1034,0.47,0.03,0.0,0.29,0.0,518,0
1036,0.48,0.05,0.0,0.22,0.01,519,0
1038,0.3,0.02,0.0,0.17,0.0,520,0
1040,0.32,0.02,0.0,0.2,0.0,521,0
1042,0.3,0.02,0.01,0.23,0.0,522,0
1044,0.46,0.06,0.01,0.19,0.01,523,0
1046,0.38,0.04,0.01,0.3,0.0,524,0
1048,0.22,0.05,0.03,0.24,0.0,525,0
1050,0.45,0.03,0.01,0.23,0.0,526,0
1052,0.41,0.04,0.01,0.27,0.0,527,0
1054,0.37,0.07,0.01,0.24,0.0,528,0
1056,0.36,0.1,0.03,0.25,0.0,529,0
1058,0.21,0.2,0.1,0.29,0.0,530,0
1060,0.06,0.04,0.71,0.14,0.0,531,0
1062,0.1,0.19,0.41,0.25,0.0,532,0
1064,0.09,0.17,0.5,0.19,0.0,533,0
