normalize,angry,fear,happy,sad,surprise,cnt,chooseframe
267,0.0,0.03,0.02,0.02,0.0,135,0
269,0.0,0.03,0.01,0.01,0.0,136,0
271,0.0,0.03,0.02,0.01,0.0,137,0
273,0.0,0.04,0.02,0.02,0.0,138,0
275,0.0,0.03,0.01,0.02,0.0,139,0
277,0.0,0.03,0.01,0.02,0.0,140,0
279,0.0,0.01,0.02,0.01,0.0,141,0
281,0.0,0.02,0.03,0.01,0.0,142,0
283,0.0,0.03,0.01,0.02,0.0,143,0
285,0.0,0.03,0.01,0.01,0.0,144,0
287,0.0,0.04,0.01,0.02,0.0,145,0
289,0.0,0.02,0.01,0.02,0.0,146,0
291,0.0,0.02,0.04,0.01,0.0,147,0
293,0.0,0.03,0.03,0.02,0.0,148,0
295,0.01,0.03,0.01,0.03,0.0,149,0
297,0.0,0.03,0.02,0.02,0.0,150,0
299,0.0,0.03,0.02,0.02,0.0,151,0
301,0.01,0.03,0.01,0.02,0.0,152,0
303,0.0,0.02,0.02,0.02,0.0,153,0
305,0.0,0.03,0.02,0.01,0.0,154,0
307,0.01,0.03,0.01,0.02,0.0,155,0
308,0.0,0.02,0.04,0.01,0.0,156,0
310,0.0,0.03,0.03,0.02,0.0,157,0
312,0.0,0.02,0.03,0.02,0.0,158,0
314,0.0,0.02,0.02,0.01,0.0,159,0
316,0.0,0.06,0.01,0.03,0.0,160,0
318,0.0,0.02,0.02,0.01,0.0,161,0
320,0.0,0.03,0.02,0.01,0.0,162,0
322,0.0,0.04,0.01,0.01,0.0,163,0
324,0.01,0.03,0.02,0.01,0.0,164,0
326,0.0,0.05,0.02,0.02,0.0,165,0
328,0.01,0.12,0.02,0.04,0.0,166,0
330,0.0,0.04,0.02,0.01,0.0,167,0
332,0.0,0.04,0.01,0.02,0.0,168,0
334,0.0,0.04,0.01,0.02,0.0,169,0
336,0.0,0.02,0.02,0.01,0.0,170,0
338,0.01,0.08,0.01,0.03,0.0,171,0
340,0.01,0.06,0.02,0.02,0.0,172,0
342,0.01,0.03,0.04,0.02,0.0,173,0
344,0.0,0.04,0.02,0.02,0.0,174,0
346,0.01,0.06,0.01,0.03,0.0,175,0
348,0.0,0.03,0.02,0.01,0.0,176,0
350,0.01,0.05,0.02,0.03,0.0,177,0
352,0.01,0.02,0.02,0.02,0.0,178,0
354,0.0,0.02,0.03,0.02,0.0,179,0
356,0.0,0.02,0.04,0.01,0.0,180,0
358,0.01,0.03,0.02,0.02,0.0,181,0
360,0.0,0.03,0.04,0.02,0.0,182,0
362,0.0,0.04,0.04,0.02,0.0,183,0
364,0.01,0.05,0.01,0.03,0.0,184,0
366,0.01,0.04,0.01,0.03,0.0,185,0
368,0.0,0.04,0.02,0.02,0.0,186,0
370,0.01,0.05,0.02,0.01,0.0,187,0
372,0.0,0.03,0.04,0.02,0.0,188,0
374,0.0,0.02,0.03,0.01,0.0,189,0
376,0.01,0.02,0.04,0.01,0.0,190,0
378,0.01,0.03,0.02,0.02,0.0,191,0
380,0.01,0.03,0.02,0.02,0.0,192,0
382,0.01,0.04,0.02,0.03,0.0,193,0
384,0.0,0.03,0.03,0.02,0.0,194,0
386,0.01,0.04,0.01,0.02,0.0,195,0
388,0.01,0.05,0.01,0.02,0.0,196,0
390,0.0,0.03,0.03,0.02,0.0,197,0
392,0.01,0.03,0.01,0.02,0.0,198,0
394,0.01,0.03,0.02,0.02,0.0,199,0
395,0.0,0.03,0.02,0.02,0.0,200,0
397,0.0,0.04,0.02,0.02,0.0,201,0
399,0.01,0.03,0.01,0.02,0.0,202,0
401,0.01,0.06,0.02,0.03,0.0,203,0
403,0.01,0.09,0.01,0.05,0.0,204,0
405,0.01,0.04,0.03,0.02,0.0,205,0
407,0.0,0.03,0.02,0.02,0.0,206,0
409,0.01,0.05,0.01,0.03,0.0,207,0
411,0.0,0.02,0.02,0.01,0.0,208,0
413,0.0,0.03,0.01,0.02,0.0,209,0
415,0.0,0.03,0.03,0.02,0.0,210,0
417,0.0,0.02,0.02,0.01,0.0,211,0
419,0.0,0.02,0.02,0.02,0.0,212,0
421,0.0,0.04,0.04,0.01,0.0,213,0
423,0.01,0.04,0.02,0.02,0.0,214,0
425,0.0,0.03,0.02,0.02,0.0,215,0
427,0.01,0.04,0.01,0.03,0.0,216,1
429,0.01,0.04,0.02,0.02,0.0,217,0
431,0.0,0.04,0.01,0.03,0.0,218,0
433,0.01,0.05,0.01,0.03,0.0,219,0
435,0.01,0.04,0.01,0.04,0.0,220,0
437,0.01,0.07,0.01,0.04,0.0,221,0
439,0.01,0.13,0.01,0.06,0.0,222,0
441,0.01,0.05,0.01,0.03,0.0,223,0
443,0.01,0.05,0.01,0.03,0.0,224,0
445,0.0,0.04,0.01,0.02,0.0,225,0
447,0.0,0.04,0.01,0.02,0.0,226,0
449,0.0,0.02,0.01,0.01,0.0,227,0
451,0.01,0.04,0.01,0.02,0.0,228,0
453,0.0,0.02,0.01,0.02,0.0,229,0
455,0.0,0.04,0.01,0.02,0.0,230,0
457,0.0,0.06,0.01,0.02,0.0,231,0
459,0.0,0.05,0.01,0.02,0.0,232,0
461,0.0,0.05,0.0,0.02,0.0,233,0
463,0.01,0.12,0.0,0.04,0.0,234,0
465,0.0,0.06,0.0,0.02,0.0,235,0
467,0.0,0.07,0.0,0.02,0.0,236,0
469,0.0,0.09,0.0,0.02,0.0,237,0
471,0.01,0.09,0.0,0.03,0.0,238,0
473,0.0,0.06,0.0,0.02,0.0,239,0
475,0.01,0.06,0.0,0.02,0.0,240,0
477,0.0,0.07,0.0,0.03,0.0,241,0
479,0.0,0.04,0.0,0.03,0.0,242,0
481,0.0,0.03,0.01,0.02,0.0,243,0
483,0.0,0.04,0.01,0.03,0.0,244,0
484,0.01,0.05,0.0,0.04,0.0,245,0
486,0.01,0.03,0.0,0.02,0.0,246,0
488,0.0,0.03,0.01,0.02,0.0,247,0
490,0.0,0.06,0.0,0.02,0.0,248,0
492,0.0,0.04,0.0,0.02,0.0,249,0
494,0.0,0.05,0.01,0.01,0.0,250,0
496,0.0,0.05,0.0,0.02,0.0,251,0
498,0.0,0.04,0.0,0.05,0.0,252,0
500,0.0,0.04,0.0,0.05,0.0,253,0
502,0.01,0.06,0.0,0.06,0.0,254,0
504,0.01,0.04,0.0,0.03,0.0,255,0
506,0.0,0.03,0.0,0.04,0.0,256,0
508,0.01,0.08,0.0,0.04,0.0,257,0
510,0.01,0.05,0.01,0.03,0.0,258,0
512,0.0,0.05,0.01,0.03,0.0,259,0
514,0.0,0.07,0.0,0.02,0.0,260,0
516,0.01,0.07,0.0,0.03,0.0,261,0
518,0.01,0.05,0.01,0.04,0.0,262,0
520,0.01,0.06,0.0,0.04,0.0,263,0
522,0.01,0.07,0.01,0.04,0.0,264,0
524,0.0,0.06,0.01,0.03,0.0,265,0
526,0.01,0.08,0.01,0.04,0.0,266,0
528,0.01,0.09,0.01,0.04,0.0,267,0
530,0.01,0.09,0.0,0.04,0.0,268,0
532,0.0,0.08,0.0,0.03,0.0,269,0
534,0.0,0.06,0.0,0.03,0.0,270,0
536,0.0,0.04,0.0,0.02,0.0,271,0
538,0.0,0.04,0.0,0.02,0.0,272,0
540,0.0,0.03,0.01,0.02,0.0,273,0
542,0.01,0.04,0.0,0.03,0.0,274,0
544,0.01,0.02,0.0,0.01,0.0,275,0
546,0.0,0.05,0.0,0.02,0.0,276,0
548,0.0,0.04,0.0,0.02,0.0,277,0
550,0.01,0.05,0.01,0.03,0.0,278,0
552,0.0,0.04,0.01,0.03,0.0,279,0
554,0.0,0.04,0.0,0.02,0.0,280,0
556,0.0,0.05,0.0,0.03,0.0,281,0
558,0.0,0.03,0.01,0.02,0.0,282,0
560,0.0,0.03,0.0,0.02,0.0,283,0
562,0.01,0.06,0.0,0.03,0.0,284,0
564,0.01,0.03,0.01,0.02,0.0,285,0
566,0.01,0.03,0.01,0.03,0.0,286,0
568,0.01,0.04,0.01,0.02,0.0,287,0
570,0.0,0.03,0.01,0.02,0.0,288,0
571,0.0,0.04,0.0,0.02,0.0,289,0
573,0.0,0.05,0.0,0.02,0.0,290,0
575,0.01,0.04,0.01,0.02,0.0,291,0
577,0.01,0.03,0.0,0.02,0.0,292,0
579,0.01,0.06,0.01,0.03,0.0,293,0
581,0.0,0.04,0.0,0.02,0.0,294,0
583,0.01,0.06,0.0,0.03,0.0,295,0
585,0.01,0.04,0.0,0.03,0.0,296,0
587,0.01,0.04,0.0,0.02,0.0,297,0
589,0.01,0.05,0.0,0.02,0.0,298,0
591,0.01,0.04,0.01,0.02,0.0,299,0
593,0.0,0.03,0.0,0.02,0.0,300,0
595,0.01,0.05,0.0,0.03,0.0,301,0
597,0.01,0.05,0.01,0.03,0.0,302,0
599,0.01,0.04,0.0,0.03,0.0,303,0
601,0.01,0.04,0.0,0.03,0.0,304,0
603,0.0,0.04,0.01,0.02,0.0,305,0
605,0.01,0.03,0.0,0.02,0.0,306,0
607,0.01,0.08,0.0,0.03,0.0,307,0
609,0.0,0.02,0.01,0.01,0.0,308,0
611,0.0,0.08,0.0,0.03,0.0,309,0
613,0.0,0.07,0.0,0.03,0.0,310,0
615,0.0,0.04,0.01,0.02,0.0,311,0
617,0.01,0.06,0.0,0.04,0.0,312,0
619,0.01,0.06,0.0,0.03,0.0,313,0
621,0.0,0.02,0.0,0.01,0.0,314,0
623,0.0,0.05,0.0,0.03,0.0,315,0
625,0.01,0.07,0.0,0.02,0.0,316,0
627,0.01,0.03,0.0,0.02,0.0,317,0
629,0.0,0.06,0.0,0.02,0.0,318,0
631,0.01,0.03,0.0,0.02,0.0,319,0
633,0.0,0.05,0.0,0.02,0.0,320,0
635,0.01,0.08,0.01,0.04,0.0,321,0
637,0.0,0.08,0.0,0.03,0.01,322,0
639,0.01,0.04,0.0,0.04,0.0,323,0
641,0.0,0.05,0.0,0.03,0.0,324,0
643,0.01,0.04,0.01,0.03,0.0,325,0
645,0.01,0.03,0.0,0.03,0.0,326,0
647,0.01,0.06,0.0,0.03,0.0,327,0
649,0.01,0.04,0.01,0.04,0.0,328,0
651,0.0,0.04,0.0,0.02,0.0,329,0
653,0.01,0.05,0.0,0.03,0.0,330,0
655,0.01,0.05,0.0,0.03,0.0,331,0
657,0.01,0.04,0.01,0.02,0.0,332,0
658,0.01,0.04,0.0,0.02,0.0,333,0
660,0.01,0.04,0.01,0.02,0.0,334,0
662,0.0,0.03,0.0,0.02,0.0,335,0
664,0.01,0.05,0.01,0.03,0.0,336,0
666,0.01,0.04,0.01,0.03,0.0,337,0
668,0.01,0.04,0.0,0.04,0.0,338,0
670,0.01,0.06,0.0,0.03,0.0,339,0
672,0.0,0.02,0.01,0.01,0.0,340,0
674,0.0,0.02,0.01,0.02,0.0,341,0
676,0.01,0.04,0.0,0.03,0.0,342,0
678,0.0,0.03,0.0,0.03,0.0,343,0
680,0.0,0.03,0.0,0.02,0.0,344,0
682,0.01,0.06,0.0,0.03,0.0,345,0
684,0.01,0.04,0.01,0.02,0.0,346,0
686,0.01,0.05,0.01,0.03,0.0,347,0
688,0.01,0.04,0.0,0.03,0.0,348,0
690,0.0,0.03,0.0,0.02,0.0,349,0
692,0.01,0.1,0.0,0.06,0.0,350,0
694,0.01,0.05,0.0,0.03,0.0,351,0
696,0.01,0.04,0.0,0.03,0.0,352,0
698,0.01,0.04,0.0,0.04,0.0,353,0
700,0.01,0.07,0.0,0.03,0.0,354,0
702,0.01,0.04,0.01,0.03,0.0,355,0
704,0.01,0.06,0.0,0.05,0.0,356,0
706,0.01,0.06,0.0,0.03,0.0,357,0
708,0.01,0.04,0.01,0.02,0.0,358,0
710,0.01,0.06,0.0,0.03,0.0,359,0
712,0.01,0.06,0.0,0.02,0.0,360,0
714,0.0,0.03,0.0,0.03,0.0,361,0
716,0.01,0.05,0.0,0.02,0.0,362,0
718,0.01,0.07,0.0,0.03,0.0,363,0
720,0.01,0.06,0.01,0.03,0.0,364,0
722,0.01,0.05,0.01,0.03,0.0,365,0
724,0.01,0.05,0.0,0.02,0.0,366,0
726,0.0,0.04,0.0,0.03,0.0,367,0
728,0.0,0.05,0.0,0.02,0.0,368,0
730,0.01,0.07,0.01,0.04,0.0,369,0
732,0.01,0.06,0.0,0.03,0.01,370,0
734,0.01,0.03,0.0,0.02,0.0,371,0
736,0.0,0.04,0.0,0.02,0.0,372,0
738,0.0,0.03,0.0,0.02,0.0,373,0
740,0.01,0.04,0.0,0.03,0.0,374,0
742,0.01,0.03,0.0,0.02,0.0,375,0
744,0.01,0.05,0.0,0.04,0.0,376,0
746,0.01,0.06,0.0,0.03,0.0,377,0
747,0.01,0.04,0.01,0.03,0.0,378,0
749,0.01,0.06,0.0,0.04,0.0,379,0
751,0.01,0.06,0.0,0.03,0.0,380,0
753,0.01,0.05,0.0,0.03,0.0,381,0
755,0.01,0.08,0.0,0.08,0.0,382,0
757,0.01,0.07,0.0,0.04,0.0,383,0
759,0.01,0.05,0.01,0.04,0.0,384,0
761,0.01,0.06,0.0,0.05,0.0,385,0
763,0.01,0.11,0.0,0.05,0.0,386,0
765,0.01,0.07,0.0,0.03,0.01,387,0
767,0.01,0.08,0.0,0.05,0.0,388,0
769,0.01,0.07,0.0,0.03,0.0,389,0
771,0.01,0.04,0.0,0.04,0.0,390,0
773,0.01,0.09,0.0,0.06,0.0,391,0
775,0.01,0.08,0.0,0.05,0.0,392,0
777,0.01,0.07,0.01,0.04,0.0,393,0
779,0.01,0.08,0.01,0.06,0.0,394,0
781,0.01,0.1,0.01,0.05,0.0,395,0
783,0.01,0.06,0.01,0.04,0.0,396,0
785,0.01,0.1,0.0,0.04,0.0,397,0
787,0.01,0.1,0.0,0.05,0.0,398,0
789,0.01,0.06,0.0,0.04,0.0,399,0
791,0.01,0.11,0.0,0.04,0.0,400,0
793,0.01,0.09,0.0,0.05,0.0,401,0
795,0.01,0.04,0.0,0.04,0.0,402,0
797,0.01,0.07,0.0,0.04,0.0,403,0
799,0.01,0.07,0.0,0.04,0.0,404,0
801,0.01,0.07,0.0,0.05,0.0,405,0
803,0.01,0.07,0.0,0.04,0.0,406,0
805,0.01,0.06,0.01,0.04,0.0,407,0
807,0.01,0.08,0.0,0.04,0.01,408,0
809,0.01,0.07,0.0,0.05,0.0,409,0
811,0.01,0.04,0.0,0.03,0.0,410,0
813,0.01,0.06,0.0,0.04,0.0,411,0
815,0.01,0.06,0.0,0.04,0.0,412,0
817,0.01,0.06,0.01,0.05,0.0,413,0
819,0.0,0.05,0.01,0.02,0.0,414,0
821,0.0,0.05,0.0,0.02,0.0,415,0
823,0.01,0.04,0.0,0.04,0.0,416,0
825,0.01,0.07,0.01,0.04,0.0,417,0
827,0.01,0.06,0.0,0.03,0.0,418,0
829,0.01,0.05,0.01,0.03,0.0,419,0
831,0.01,0.06,0.0,0.02,0.0,420,0
833,0.01,0.06,0.0,0.04,0.0,421,0
834,0.01,0.03,0.01,0.02,0.0,422,0
836,0.0,0.04,0.0,0.03,0.0,423,0
838,0.01,0.06,0.0,0.04,0.0,424,0
840,0.01,0.06,0.01,0.02,0.0,425,0
842,0.01,0.08,0.0,0.03,0.0,426,0
844,0.01,0.08,0.0,0.04,0.0,427,0
846,0.0,0.03,0.0,0.02,0.0,428,0
848,0.0,0.05,0.01,0.02,0.0,429,0
850,0.01,0.04,0.0,0.02,0.0,430,0
852,0.0,0.04,0.0,0.02,0.0,431,0
854,0.0,0.04,0.01,0.02,0.0,432,0
856,0.0,0.03,0.0,0.02,0.0,433,0
858,0.01,0.02,0.01,0.02,0.0,434,0
860,0.01,0.05,0.0,0.03,0.0,435,0
862,0.01,0.04,0.0,0.03,0.0,436,0
864,0.01,0.04,0.0,0.03,0.0,437,0
866,0.01,0.09,0.0,0.04,0.0,438,0
868,0.01,0.05,0.0,0.04,0.0,439,0
870,0.01,0.06,0.0,0.03,0.0,440,0
872,0.01,0.1,0.0,0.06,0.01,441,0
874,0.01,0.06,0.0,0.03,0.0,442,0
876,0.01,0.08,0.0,0.05,0.0,443,0
878,0.01,0.09,0.0,0.03,0.0,444,0
880,0.01,0.09,0.01,0.04,0.0,445,0
882,0.01,0.06,0.0,0.03,0.0,446,0
884,0.01,0.05,0.0,0.03,0.0,447,0
886,0.01,0.05,0.0,0.04,0.0,448,0
888,0.01,0.05,0.0,0.03,0.0,449,0
890,0.01,0.06,0.0,0.03,0.0,450,0
892,0.01,0.05,0.0,0.03,0.0,451,0
894,0.01,0.07,0.0,0.05,0.0,452,0
896,0.01,0.05,0.0,0.04,0.0,453,0
898,0.01,0.05,0.0,0.05,0.0,454,0
900,0.0,0.05,0.0,0.03,0.0,455,0
902,0.01,0.06,0.0,0.03,0.0,456,0
904,0.01,0.05,0.0,0.04,0.0,457,0
906,0.0,0.06,0.0,0.04,0.0,458,0
908,0.01,0.07,0.0,0.04,0.0,459,0
910,0.01,0.06,0.0,0.04,0.0,460,0
912,0.01,0.06,0.0,0.06,0.0,461,0
914,0.01,0.09,0.0,0.05,0.0,462,0
916,0.0,0.03,0.0,0.03,0.0,463,0
918,0.0,0.06,0.0,0.05,0.0,464,0
920,0.01,0.08,0.01,0.04,0.0,465,0
922,0.01,0.07,0.0,0.05,0.0,466,0
923,0.01,0.05,0.0,0.05,0.0,467,0
925,0.01,0.04,0.0,0.06,0.0,468,0
927,0.01,0.04,0.0,0.03,0.0,469,0
929,0.01,0.06,0.0,0.04,0.0,470,0
931,0.01,0.05,0.0,0.05,0.0,471,0
933,0.01,0.03,0.01,0.04,0.0,472,0
935,0.01,0.04,0.01,0.03,0.0,473,0
937,0.02,0.04,0.01,0.03,0.0,474,0
939,0.01,0.03,0.01,0.02,0.0,475,0
941,0.01,0.04,0.0,0.04,0.0,476,0
943,0.01,0.02,0.01,0.02,0.0,477,0
945,0.01,0.03,0.02,0.03,0.0,478,0
947,0.01,0.03,0.01,0.03,0.0,479,0
949,0.01,0.03,0.01,0.03,0.0,480,0
951,0.01,0.02,0.01,0.02,0.0,481,0
953,0.01,0.05,0.0,0.04,0.0,482,0
955,0.01,0.06,0.01,0.04,0.01,483,0
957,0.01,0.04,0.0,0.03,0.0,484,0
959,0.01,0.04,0.01,0.03,0.0,485,0
961,0.01,0.03,0.01,0.04,0.0,486,0
963,0.01,0.04,0.01,0.03,0.0,487,0
965,0.01,0.06,0.0,0.04,0.0,488,0
967,0.01,0.04,0.01,0.04,0.0,489,0
969,0.01,0.05,0.0,0.04,0.0,490,0
971,0.01,0.05,0.0,0.06,0.0,491,0
973,0.01,0.04,0.0,0.03,0.0,492,0
975,0.01,0.05,0.0,0.06,0.0,493,0
977,0.02,0.06,0.0,0.07,0.0,494,0
979,0.01,0.03,0.01,0.03,0.0,495,0
981,0.01,0.06,0.0,0.04,0.0,496,0
983,0.01,0.05,0.0,0.05,0.0,497,0
985,0.01,0.03,0.01,0.04,0.01,498,0
987,0.01,0.05,0.0,0.04,0.0,499,0
989,0.01,0.06,0.0,0.05,0.0,500,0
991,0.01,0.06,0.0,0.08,0.0,501,0
993,0.01,0.05,0.0,0.05,0.0,502,0
995,0.01,0.03,0.0,0.04,0.0,503,0
997,0.01,0.04,0.0,0.05,0.0,504,0
999,0.01,0.06,0.0,0.06,0.01,505,0
1001,0.01,0.07,0.0,0.05,0.0,506,0
1003,0.01,0.04,0.01,0.04,0.01,507,0
1005,0.01,0.06,0.0,0.05,0.01,508,0
1007,0.01,0.07,0.0,0.05,0.01,509,0
1009,0.01,0.03,0.01,0.04,0.0,510,0
1010,0.01,0.05,0.01,0.03,0.01,511,0
1012,0.01,0.05,0.0,0.04,0.01,512,0
1014,0.01,0.03,0.0,0.03,0.0,513,0
1016,0.01,0.06,0.0,0.05,0.01,514,0
1018,0.01,0.03,0.01,0.02,0.0,515,0
1020,0.01,0.04,0.01,0.03,0.01,516,0
1022,0.01,0.04,0.01,0.02,0.0,517,0
1024,0.01,0.03,0.01,0.03,0.0,518,0
1026,0.01,0.05,0.01,0.05,0.01,519,0
1028,0.01,0.05,0.01,0.04,0.01,520,0
1030,0.01,0.03,0.01,0.03,0.01,521,0
1032,0.01,0.03,0.01,0.03,0.01,522,0
1034,0.01,0.05,0.01,0.04,0.01,523,0
1036,0.01,0.04,0.01,0.02,0.01,524,0
1038,0.01,0.05,0.01,0.04,0.01,525,0
1040,0.01,0.05,0.0,0.05,0.01,526,0
1042,0.01,0.02,0.01,0.02,0.0,527,0
1044,0.01,0.04,0.01,0.03,0.0,528,0
1046,0.01,0.04,0.01,0.03,0.0,529,0
1048,0.01,0.04,0.01,0.04,0.01,530,0
1050,0.01,0.04,0.01,0.03,0.01,531,0
1052,0.01,0.07,0.0,0.05,0.0,532,0
1054,0.01,0.06,0.01,0.04,0.01,533,0
1056,0.01,0.06,0.01,0.03,0.01,534,0
