normalize,angry,fear,happy,sad,surprise,cnt,chooseframe
88,0.0,0.03,0.75,0.01,0.01,44,0
90,0.0,0.04,0.75,0.01,0.01,45,0
92,0.0,0.03,0.73,0.01,0.01,46,0
94,0.0,0.02,0.77,0.0,0.01,47,0
96,0.0,0.02,0.74,0.01,0.01,48,0
98,0.0,0.03,0.75,0.01,0.01,49,0
100,0.01,0.09,0.52,0.02,0.01,50,0
102,0.01,0.04,0.61,0.03,0.0,51,0
104,0.01,0.05,0.53,0.05,0.0,52,0
106,0.0,0.03,0.66,0.01,0.0,53,0
108,0.0,0.06,0.65,0.01,0.01,54,0
110,0.0,0.04,0.73,0.0,0.01,55,0
112,0.0,0.05,0.72,0.01,0.01,56,0
114,0.0,0.06,0.6,0.01,0.01,57,0
116,0.0,0.08,0.46,0.02,0.01,58,0
118,0.0,0.07,0.41,0.03,0.01,59,0
120,0.01,0.03,0.43,0.03,0.0,60,0
122,0.0,0.02,0.6,0.01,0.0,61,0
124,0.0,0.03,0.7,0.01,0.01,62,0
126,0.02,0.03,0.65,0.07,0.01,63,0
128,0.13,0.11,0.33,0.22,0.01,64,0
130,0.11,0.12,0.38,0.21,0.01,65,0
132,0.08,0.11,0.29,0.18,0.02,66,0
134,0.02,0.03,0.42,0.07,0.01,67,0
136,0.0,0.05,0.55,0.02,0.03,68,0
138,0.0,0.02,0.7,0.0,0.02,69,0
140,0.0,0.02,0.7,0.0,0.02,70,0
142,0.0,0.03,0.81,0.0,0.01,71,0
144,0.0,0.02,0.67,0.0,0.01,72,0
146,0.0,0.05,0.54,0.01,0.02,73,0
148,0.0,0.04,0.7,0.0,0.02,74,0
150,0.0,0.03,0.85,0.0,0.03,75,0
152,0.0,0.06,0.76,0.0,0.05,76,0
154,0.0,0.03,0.71,0.0,0.02,77,0
156,0.0,0.07,0.64,0.0,0.05,78,0
158,0.0,0.09,0.62,0.01,0.06,79,0
160,0.0,0.08,0.66,0.01,0.02,80,0
162,0.0,0.08,0.72,0.0,0.03,81,0
164,0.0,0.05,0.8,0.0,0.04,82,0
166,0.0,0.05,0.7,0.0,0.01,83,0
168,0.01,0.15,0.55,0.01,0.09,84,0
170,0.0,0.08,0.66,0.0,0.03,85,0
172,0.0,0.1,0.65,0.01,0.04,86,0
174,0.0,0.09,0.74,0.0,0.06,87,0
176,0.0,0.03,0.79,0.0,0.03,88,0
178,0.0,0.06,0.72,0.0,0.07,89,0
180,0.0,0.03,0.78,0.0,0.04,90,0
182,0.0,0.07,0.72,0.0,0.04,91,0
184,0.0,0.02,0.78,0.0,0.01,92,0
186,0.0,0.02,0.78,0.0,0.03,93,0
188,0.0,0.02,0.78,0.0,0.02,94,0
190,0.0,0.02,0.77,0.0,0.01,95,0
192,0.01,0.05,0.56,0.01,0.05,96,0
194,0.0,0.02,0.78,0.0,0.02,97,0
196,0.0,0.06,0.76,0.0,0.02,98,0
198,0.0,0.06,0.7,0.0,0.03,99,0
200,0.0,0.02,0.78,0.0,0.02,100,0
202,0.0,0.03,0.76,0.0,0.02,101,0
204,0.0,0.03,0.77,0.0,0.02,102,0
206,0.0,0.05,0.8,0.0,0.01,103,0
208,0.0,0.08,0.72,0.01,0.03,104,0
210,0.0,0.05,0.79,0.0,0.02,105,0
212,0.0,0.05,0.77,0.0,0.02,106,0
214,0.0,0.05,0.72,0.0,0.01,107,0
216,0.0,0.08,0.63,0.01,0.02,108,0
218,0.0,0.06,0.82,0.0,0.02,109,0
220,0.0,0.08,0.74,0.01,0.02,110,0
222,0.0,0.04,0.74,0.0,0.02,111,0
224,0.0,0.11,0.6,0.01,0.04,112,0
226,0.0,0.05,0.75,0.01,0.02,113,0
228,0.0,0.04,0.67,0.01,0.01,114,0
230,0.0,0.01,0.8,0.0,0.01,115,0
232,0.0,0.03,0.71,0.01,0.01,116,0
234,0.0,0.02,0.59,0.01,0.01,117,0
236,0.0,0.02,0.71,0.01,0.01,118,0
238,0.0,0.04,0.69,0.01,0.02,119,0
240,0.0,0.03,0.55,0.01,0.02,120,0
242,0.0,0.06,0.55,0.01,0.05,121,0
244,0.0,0.06,0.64,0.01,0.04,122,0
246,0.0,0.02,0.57,0.01,0.01,123,0
248,0.0,0.04,0.61,0.01,0.01,124,0
250,0.0,0.04,0.54,0.0,0.03,125,0
252,0.0,0.06,0.47,0.01,0.05,126,0
254,0.0,0.11,0.63,0.01,0.03,127,0
256,0.0,0.11,0.61,0.01,0.05,128,0
258,0.01,0.11,0.42,0.01,0.06,129,0
260,0.0,0.07,0.54,0.01,0.02,130,0
262,0.01,0.16,0.38,0.01,0.1,131,0
264,0.0,0.15,0.62,0.01,0.05,132,0
266,0.01,0.24,0.5,0.01,0.13,133,0
268,0.0,0.13,0.66,0.01,0.08,134,0
270,0.0,0.11,0.71,0.0,0.08,135,0
272,0.0,0.18,0.47,0.01,0.03,136,0
274,0.0,0.12,0.58,0.0,0.16,137,0
276,0.0,0.09,0.65,0.0,0.08,138,0
278,0.0,0.06,0.74,0.0,0.09,139,0
280,0.0,0.08,0.49,0.0,0.05,140,0
282,0.0,0.08,0.71,0.0,0.09,141,0
284,0.01,0.25,0.41,0.01,0.05,142,0
286,0.01,0.18,0.44,0.01,0.06,143,0
288,0.0,0.28,0.49,0.01,0.09,144,0
290,0.0,0.13,0.54,0.01,0.02,145,0
292,0.01,0.16,0.38,0.01,0.05,146,0
294,0.0,0.12,0.48,0.01,0.03,147,0
296,0.0,0.17,0.3,0.01,0.06,148,0
298,0.0,0.12,0.61,0.01,0.09,149,0
300,0.0,0.15,0.59,0.01,0.06,150,0
301,0.0,0.14,0.62,0.01,0.07,151,0
303,0.01,0.18,0.52,0.01,0.07,152,0
305,0.0,0.06,0.76,0.0,0.05,153,0
307,0.0,0.13,0.61,0.0,0.13,154,0
309,0.01,0.14,0.4,0.01,0.05,155,0
311,0.01,0.16,0.55,0.01,0.12,156,0
313,0.01,0.12,0.67,0.01,0.09,157,0
315,0.0,0.11,0.7,0.01,0.07,158,0
317,0.01,0.19,0.53,0.01,0.11,159,0
319,0.01,0.16,0.57,0.01,0.13,160,0
321,0.01,0.13,0.45,0.01,0.04,161,0
323,0.0,0.13,0.58,0.01,0.03,162,0
325,0.01,0.12,0.5,0.01,0.02,163,0
327,0.0,0.12,0.63,0.01,0.06,164,0
329,0.0,0.24,0.46,0.01,0.03,165,0
331,0.0,0.15,0.62,0.01,0.11,166,0
333,0.0,0.18,0.43,0.01,0.04,167,0
335,0.0,0.06,0.74,0.0,0.06,168,0
337,0.0,0.11,0.58,0.01,0.08,169,0
339,0.0,0.1,0.71,0.0,0.04,170,0
341,0.01,0.19,0.5,0.01,0.06,171,0
343,0.01,0.2,0.28,0.01,0.07,172,0
345,0.0,0.14,0.61,0.01,0.08,173,0
347,0.0,0.15,0.62,0.01,0.1,174,0
349,0.01,0.17,0.55,0.01,0.14,175,0
351,0.0,0.13,0.61,0.01,0.09,176,0
353,0.01,0.19,0.47,0.02,0.04,177,0
355,0.0,0.13,0.63,0.01,0.1,178,0
357,0.0,0.18,0.59,0.01,0.08,179,0
359,0.0,0.16,0.6,0.01,0.05,180,0
361,0.0,0.06,0.59,0.01,0.01,181,0
363,0.0,0.06,0.78,0.01,0.02,182,0
365,0.01,0.16,0.61,0.01,0.05,183,0
367,0.0,0.1,0.66,0.01,0.04,184,0
369,0.0,0.12,0.61,0.01,0.05,185,0
371,0.0,0.1,0.54,0.01,0.03,186,0
373,0.0,0.11,0.51,0.01,0.04,187,0
375,0.0,0.12,0.62,0.01,0.03,188,0
377,0.01,0.19,0.47,0.01,0.04,189,0
379,0.0,0.1,0.61,0.01,0.02,190,0
381,0.0,0.15,0.43,0.01,0.04,191,0
383,0.01,0.11,0.56,0.01,0.03,192,0
385,0.0,0.15,0.49,0.01,0.02,193,0
387,0.0,0.06,0.43,0.01,0.02,194,0
389,0.0,0.14,0.57,0.01,0.04,195,0
391,0.0,0.11,0.58,0.01,0.03,196,0
393,0.0,0.09,0.57,0.01,0.01,197,0
395,0.0,0.05,0.5,0.01,0.01,198,0
397,0.0,0.06,0.52,0.01,0.01,199,0
399,0.01,0.11,0.42,0.02,0.02,200,0
401,0.0,0.07,0.55,0.01,0.03,201,0
403,0.0,0.02,0.62,0.01,0.01,202,0
405,0.0,0.1,0.39,0.01,0.01,203,0
407,0.0,0.06,0.57,0.01,0.02,204,0
409,0.0,0.06,0.66,0.01,0.01,205,0
411,0.0,0.06,0.59,0.01,0.03,206,0
413,0.01,0.17,0.47,0.02,0.03,207,0
415,0.01,0.11,0.46,0.01,0.05,208,0
417,0.01,0.11,0.55,0.01,0.03,209,0
419,0.0,0.07,0.45,0.01,0.02,210,0
421,0.01,0.17,0.3,0.02,0.05,211,0
423,0.0,0.1,0.64,0.01,0.03,212,0
425,0.0,0.08,0.52,0.01,0.03,213,0
427,0.0,0.06,0.52,0.01,0.06,214,0
429,0.0,0.08,0.62,0.01,0.02,215,0
431,0.0,0.05,0.53,0.01,0.02,216,0
433,0.0,0.06,0.39,0.02,0.03,217,0
435,0.01,0.07,0.62,0.01,0.03,218,0
437,0.0,0.11,0.46,0.02,0.03,219,0
439,0.0,0.06,0.21,0.01,0.04,220,0
441,0.01,0.07,0.5,0.01,0.03,221,0
443,0.0,0.12,0.5,0.01,0.02,222,0
445,0.0,0.08,0.54,0.01,0.02,223,0
447,0.0,0.06,0.49,0.01,0.02,224,0
449,0.0,0.06,0.56,0.01,0.02,225,0
451,0.0,0.28,0.31,0.01,0.06,226,0
453,0.01,0.15,0.38,0.01,0.04,227,0
455,0.01,0.12,0.28,0.02,0.05,228,0
457,0.01,0.09,0.38,0.01,0.03,229,0
459,0.01,0.25,0.37,0.01,0.08,230,0
461,0.0,0.16,0.55,0.01,0.03,231,0
463,0.0,0.16,0.51,0.01,0.05,232,0
465,0.0,0.12,0.46,0.01,0.07,233,0
467,0.0,0.11,0.31,0.01,0.06,234,0
469,0.01,0.16,0.49,0.01,0.03,235,0
471,0.0,0.11,0.35,0.01,0.04,236,0
473,0.0,0.13,0.43,0.02,0.03,237,0
475,0.0,0.22,0.34,0.01,0.06,238,0
477,0.01,0.18,0.36,0.02,0.05,239,0
479,0.0,0.09,0.51,0.01,0.04,240,0
481,0.01,0.25,0.43,0.01,0.12,241,0
483,0.01,0.15,0.29,0.02,0.03,242,0
485,0.01,0.13,0.48,0.02,0.04,243,0
487,0.01,0.34,0.31,0.01,0.12,244,0
489,0.0,0.12,0.5,0.01,0.08,245,0
491,0.0,0.2,0.49,0.01,0.08,246,0
493,0.01,0.29,0.4,0.01,0.08,247,0
495,0.0,0.14,0.49,0.01,0.08,248,0
497,0.01,0.14,0.41,0.01,0.05,249,0
499,0.0,0.15,0.53,0.01,0.09,250,0
501,0.0,0.14,0.55,0.01,0.05,251,0
503,0.01,0.15,0.38,0.02,0.04,252,0
505,0.01,0.14,0.29,0.02,0.04,253,0
507,0.0,0.25,0.25,0.02,0.09,254,0
509,0.01,0.23,0.28,0.02,0.06,255,0
511,0.0,0.07,0.31,0.01,0.02,256,0
513,0.0,0.06,0.43,0.01,0.02,257,0
515,0.01,0.26,0.39,0.02,0.07,258,0
517,0.01,0.27,0.37,0.02,0.06,259,0
519,0.01,0.17,0.42,0.02,0.04,260,0
521,0.01,0.22,0.39,0.02,0.04,261,0
523,0.01,0.24,0.41,0.03,0.03,262,0
525,0.0,0.12,0.59,0.01,0.06,263,0
527,0.01,0.07,0.47,0.01,0.02,264,0
529,0.01,0.12,0.45,0.03,0.03,265,0
531,0.01,0.1,0.31,0.03,0.03,266,0
533,0.01,0.07,0.33,0.01,0.01,267,0
535,0.01,0.13,0.39,0.05,0.01,268,0
537,0.01,0.15,0.22,0.03,0.03,269,0
539,0.01,0.17,0.2,0.03,0.01,270,0
541,0.01,0.16,0.23,0.03,0.02,271,0
543,0.01,0.12,0.39,0.03,0.02,272,0
545,0.01,0.12,0.29,0.02,0.03,273,0
547,0.01,0.16,0.37,0.02,0.03,274,0
549,0.0,0.09,0.31,0.02,0.02,275,0
551,0.0,0.14,0.43,0.02,0.04,276,0
553,0.0,0.14,0.53,0.01,0.04,277,0
555,0.0,0.21,0.42,0.03,0.06,278,0
557,0.0,0.15,0.42,0.02,0.06,279,0
559,0.0,0.13,0.49,0.02,0.04,280,0
561,0.0,0.09,0.48,0.02,0.03,281,0
563,0.01,0.16,0.3,0.02,0.03,282,0
565,0.01,0.1,0.48,0.02,0.03,283,0
567,0.0,0.09,0.5,0.01,0.04,284,0
569,0.01,0.21,0.16,0.02,0.04,285,0
571,0.01,0.16,0.34,0.01,0.07,286,0
573,0.01,0.18,0.31,0.02,0.03,287,0
575,0.0,0.12,0.49,0.01,0.07,288,0
577,0.0,0.12,0.47,0.02,0.04,289,0
579,0.0,0.11,0.56,0.01,0.05,290,0
581,0.01,0.14,0.41,0.02,0.09,291,0
583,0.01,0.15,0.46,0.02,0.05,292,0
585,0.01,0.13,0.43,0.02,0.05,293,0
587,0.0,0.14,0.53,0.01,0.06,294,0
589,0.01,0.12,0.43,0.01,0.06,295,0
591,0.01,0.11,0.39,0.02,0.04,296,0
593,0.01,0.16,0.42,0.02,0.11,297,0
595,0.01,0.11,0.46,0.02,0.04,298,0
597,0.0,0.06,0.5,0.01,0.04,299,0
599,0.01,0.19,0.26,0.03,0.05,300,0
601,0.01,0.09,0.46,0.02,0.05,301,0
603,0.01,0.08,0.42,0.02,0.04,302,0
605,0.01,0.11,0.41,0.02,0.02,303,1
607,0.0,0.06,0.62,0.01,0.03,304,0
609,0.01,0.05,0.48,0.01,0.03,305,0
611,0.0,0.06,0.51,0.01,0.02,306,0
613,0.01,0.13,0.39,0.03,0.02,307,0
615,0.01,0.07,0.47,0.02,0.04,308,0
617,0.01,0.13,0.38,0.03,0.02,309,0
619,0.0,0.06,0.52,0.01,0.03,310,0
621,0.01,0.09,0.41,0.02,0.03,311,0
623,0.0,0.06,0.48,0.01,0.01,312,0
625,0.0,0.18,0.47,0.02,0.03,313,0
627,0.01,0.14,0.29,0.02,0.09,314,0
629,0.01,0.1,0.47,0.02,0.04,315,0
631,0.0,0.15,0.44,0.01,0.06,316,0
633,0.01,0.2,0.33,0.02,0.06,317,0
635,0.01,0.08,0.59,0.01,0.04,318,0
637,0.01,0.15,0.38,0.03,0.07,319,0
639,0.0,0.06,0.55,0.01,0.03,320,0
641,0.0,0.05,0.56,0.01,0.03,321,0
643,0.0,0.03,0.68,0.01,0.02,322,0
645,0.0,0.09,0.52,0.01,0.05,323,0
647,0.01,0.14,0.24,0.03,0.04,324,0
649,0.0,0.05,0.45,0.01,0.02,325,0
651,0.01,0.16,0.33,0.02,0.03,326,0
653,0.01,0.18,0.23,0.02,0.03,327,0
655,0.01,0.13,0.41,0.02,0.07,328,0
657,0.01,0.12,0.37,0.01,0.04,329,0
659,0.01,0.11,0.42,0.02,0.02,330,0
661,0.01,0.07,0.37,0.02,0.01,331,0
663,0.01,0.09,0.44,0.02,0.04,332,0
665,0.0,0.22,0.32,0.02,0.05,333,0
667,0.01,0.15,0.39,0.01,0.06,334,0
669,0.0,0.06,0.56,0.01,0.03,335,0
671,0.01,0.09,0.37,0.01,0.07,336,0
673,0.0,0.19,0.51,0.02,0.06,337,0
675,0.0,0.1,0.62,0.01,0.05,338,0
677,0.01,0.24,0.37,0.03,0.06,339,0
679,0.01,0.08,0.44,0.02,0.03,340,0
681,0.0,0.04,0.56,0.01,0.02,341,0
683,0.0,0.06,0.65,0.01,0.03,342,0
685,0.01,0.16,0.43,0.02,0.06,343,0
687,0.01,0.1,0.57,0.02,0.02,344,0
689,0.0,0.05,0.64,0.01,0.01,345,0
691,0.01,0.08,0.36,0.02,0.01,346,0
693,0.0,0.04,0.62,0.01,0.0,347,0
695,0.01,0.05,0.64,0.01,0.01,348,0
697,0.01,0.17,0.49,0.01,0.14,349,0
699,0.0,0.06,0.82,0.01,0.02,350,0
701,0.01,0.08,0.79,0.01,0.07,351,0
703,0.01,0.2,0.52,0.03,0.17,352,0
705,0.01,0.18,0.53,0.03,0.16,353,0
707,0.0,0.04,0.83,0.01,0.09,354,0
709,0.0,0.02,0.92,0.01,0.04,355,0
711,0.0,0.02,0.94,0.01,0.02,356,0
713,0.0,0.0,0.96,0.0,0.01,357,0
715,0.0,0.02,0.92,0.0,0.02,358,0
717,0.0,0.01,0.95,0.0,0.01,359,0
719,0.0,0.0,0.99,0.0,0.01,360,0
721,0.0,0.01,0.95,0.0,0.01,361,0
723,0.0,0.01,0.95,0.0,0.01,362,0
725,0.0,0.0,0.97,0.0,0.01,363,0
727,0.0,0.0,0.97,0.0,0.01,364,0
729,0.0,0.0,0.98,0.0,0.0,365,0
731,0.0,0.0,0.98,0.0,0.0,366,0
733,0.0,0.0,0.99,0.0,0.0,367,0
735,0.0,0.0,0.99,0.0,0.0,368,0
737,0.0,0.0,0.99,0.0,0.0,369,0
739,0.0,0.0,0.99,0.0,0.0,370,0
741,0.0,0.0,0.99,0.0,0.0,371,0
743,0.0,0.0,0.99,0.0,0.0,372,0
745,0.0,0.0,1.0,0.0,0.0,373,0
747,0.0,0.0,0.99,0.0,0.0,374,0
749,0.0,0.0,0.99,0.0,0.0,375,0
751,0.0,0.0,0.99,0.0,0.0,376,0
753,0.0,0.0,0.99,0.0,0.0,377,0
755,0.0,0.0,0.99,0.0,0.0,378,0
757,0.0,0.0,0.99,0.0,0.0,379,0
759,0.0,0.0,0.99,0.0,0.0,380,0
761,0.0,0.0,0.99,0.0,0.0,381,0
763,0.0,0.0,0.99,0.0,0.0,382,0
765,0.0,0.0,0.99,0.0,0.0,383,0
767,0.0,0.0,0.99,0.0,0.0,384,0
769,0.0,0.0,1.0,0.0,0.0,385,0
771,0.0,0.0,0.99,0.0,0.0,386,0
773,0.0,0.0,0.99,0.0,0.0,387,0
775,0.0,0.0,1.0,0.0,0.0,388,0
777,0.0,0.0,1.0,0.0,0.0,389,0
779,0.0,0.0,0.98,0.0,0.01,390,0
781,0.0,0.0,1.0,0.0,0.0,391,0
783,0.0,0.0,1.0,0.0,0.0,392,0
785,0.0,0.0,0.99,0.0,0.0,393,0
787,0.0,0.0,0.98,0.0,0.0,394,0
789,0.0,0.0,1.0,0.0,0.0,395,0
791,0.0,0.0,0.99,0.0,0.0,396,0
793,0.0,0.0,1.0,0.0,0.0,397,0
795,0.0,0.0,1.0,0.0,0.0,398,0
797,0.0,0.0,0.99,0.0,0.0,399,0
799,0.0,0.0,1.0,0.0,0.0,400,0
801,0.0,0.0,0.99,0.0,0.0,401,0
803,0.0,0.0,0.99,0.0,0.0,402,0
805,0.0,0.0,1.0,0.0,0.0,403,0
807,0.0,0.0,1.0,0.0,0.0,404,0
809,0.0,0.0,1.0,0.0,0.0,405,0
811,0.0,0.0,1.0,0.0,0.0,406,0
813,0.0,0.0,1.0,0.0,0.0,407,0
815,0.0,0.0,1.0,0.0,0.0,408,0
817,0.0,0.0,1.0,0.0,0.0,409,0
819,0.0,0.0,1.0,0.0,0.0,410,0
821,0.0,0.0,0.99,0.0,0.0,411,0
823,0.0,0.0,1.0,0.0,0.0,412,0
825,0.0,0.0,0.99,0.0,0.0,413,0
827,0.0,0.0,1.0,0.0,0.0,414,0
829,0.0,0.0,1.0,0.0,0.0,415,0
831,0.0,0.0,0.99,0.0,0.0,416,0
833,0.0,0.0,0.99,0.0,0.0,417,0
835,0.0,0.0,0.99,0.0,0.0,418,0
837,0.0,0.0,0.99,0.0,0.0,419,0
839,0.0,0.0,0.99,0.0,0.0,420,0
841,0.0,0.0,0.99,0.0,0.0,421,0
843,0.0,0.0,0.98,0.0,0.01,422,0
845,0.0,0.0,0.99,0.0,0.0,423,0
847,0.0,0.0,0.99,0.0,0.0,424,0
849,0.0,0.0,0.98,0.0,0.0,425,0
851,0.0,0.0,0.99,0.0,0.0,426,0
853,0.0,0.0,0.99,0.0,0.0,427,0
855,0.0,0.0,0.99,0.0,0.0,428,0
857,0.0,0.0,0.99,0.0,0.0,429,0
859,0.0,0.0,0.99,0.0,0.0,430,0
861,0.0,0.0,0.99,0.0,0.0,431,0
863,0.0,0.0,0.99,0.0,0.0,432,0
865,0.0,0.0,0.99,0.0,0.0,433,0
867,0.0,0.0,0.99,0.0,0.0,434,0
869,0.0,0.0,0.99,0.0,0.0,435,0
871,0.0,0.0,0.99,0.0,0.0,436,0
873,0.0,0.0,0.99,0.0,0.0,437,0
875,0.0,0.0,1.0,0.0,0.0,438,0
877,0.0,0.0,0.99,0.0,0.0,439,0
879,0.0,0.0,0.99,0.0,0.0,440,0
881,0.0,0.0,0.99,0.0,0.0,441,0
883,0.0,0.0,0.98,0.0,0.0,442,0
885,0.0,0.0,0.98,0.0,0.0,443,0
887,0.0,0.0,0.99,0.0,0.0,444,0
889,0.0,0.0,0.98,0.0,0.0,445,0
891,0.0,0.0,0.99,0.0,0.0,446,0
893,0.0,0.0,0.99,0.0,0.0,447,0
895,0.0,0.0,0.99,0.0,0.0,448,0
897,0.0,0.0,0.99,0.0,0.0,449,0
899,0.0,0.0,0.99,0.0,0.0,450,0
901,0.0,0.0,0.98,0.0,0.0,451,0
903,0.0,0.0,0.99,0.0,0.0,452,0
904,0.0,0.0,0.97,0.0,0.0,453,0
906,0.0,0.0,0.98,0.0,0.01,454,0
908,0.0,0.0,0.99,0.0,0.0,455,0
910,0.0,0.0,0.99,0.0,0.0,456,0
912,0.0,0.0,0.99,0.0,0.0,457,0
914,0.0,0.0,0.99,0.0,0.0,458,0
916,0.0,0.0,0.98,0.0,0.0,459,0
918,0.0,0.0,0.98,0.0,0.0,460,0
920,0.0,0.0,0.99,0.0,0.0,461,0
922,0.0,0.0,0.98,0.0,0.0,462,0
924,0.0,0.0,0.98,0.0,0.0,463,0
926,0.0,0.0,0.98,0.0,0.0,464,0
928,0.0,0.0,0.98,0.0,0.0,465,0
930,0.0,0.0,0.98,0.0,0.0,466,0
932,0.0,0.0,0.98,0.0,0.0,467,0
934,0.0,0.0,0.99,0.0,0.0,468,0
936,0.0,0.0,0.98,0.0,0.0,469,0
938,0.0,0.0,0.99,0.0,0.0,470,0
940,0.0,0.0,0.98,0.0,0.0,471,0
942,0.0,0.0,0.99,0.0,0.0,472,0
944,0.0,0.0,0.99,0.0,0.0,473,0
946,0.0,0.0,0.98,0.0,0.01,474,0
948,0.0,0.0,0.97,0.0,0.0,475,0
950,0.0,0.0,0.98,0.0,0.0,476,0
952,0.0,0.0,0.98,0.0,0.0,477,0
954,0.0,0.0,0.97,0.0,0.0,478,0
956,0.0,0.0,0.98,0.0,0.0,479,0
958,0.0,0.0,0.99,0.0,0.0,480,0
960,0.0,0.02,0.94,0.01,0.01,481,0
962,0.0,0.0,0.98,0.0,0.0,482,0
964,0.0,0.01,0.97,0.0,0.01,483,0
966,0.0,0.0,0.96,0.0,0.0,484,0
968,0.0,0.01,0.96,0.0,0.01,485,0
970,0.0,0.01,0.95,0.01,0.01,486,0
972,0.0,0.01,0.95,0.0,0.01,487,0
974,0.0,0.01,0.96,0.0,0.01,488,0
976,0.0,0.01,0.95,0.0,0.01,489,0
978,0.0,0.01,0.96,0.0,0.01,490,0
980,0.0,0.01,0.96,0.0,0.01,491,0
982,0.0,0.0,0.98,0.0,0.01,492,0
984,0.0,0.01,0.96,0.0,0.0,493,0
986,0.0,0.0,0.98,0.0,0.01,494,0
988,0.0,0.01,0.97,0.0,0.01,495,0
990,0.0,0.0,0.98,0.0,0.01,496,0
992,0.0,0.0,0.97,0.0,0.01,497,0
994,0.0,0.0,0.98,0.0,0.0,498,0
996,0.0,0.0,0.98,0.0,0.0,499,0
998,0.0,0.01,0.96,0.0,0.01,500,0
1000,0.0,0.01,0.97,0.0,0.01,501,0
1002,0.0,0.01,0.97,0.0,0.01,502,0
1004,0.0,0.0,0.98,0.0,0.01,503,0
1006,0.0,0.0,0.99,0.0,0.0,504,0
1008,0.0,0.0,0.98,0.0,0.0,505,0
1010,0.0,0.01,0.97,0.0,0.01,506,0
1012,0.0,0.0,0.99,0.0,0.0,507,0
1014,0.0,0.01,0.98,0.0,0.0,508,0
1016,0.0,0.01,0.96,0.0,0.02,509,0
1018,0.0,0.0,0.98,0.0,0.01,510,0
1020,0.0,0.0,0.99,0.0,0.0,511,0
1022,0.0,0.0,0.98,0.0,0.0,512,0
1024,0.0,0.0,0.99,0.0,0.0,513,0
1026,0.0,0.0,0.98,0.0,0.01,514,0
1028,0.0,0.0,0.97,0.0,0.01,515,0
1030,0.0,0.0,0.98,0.0,0.0,516,0
1032,0.0,0.0,0.98,0.0,0.0,517,0
1034,0.0,0.01,0.97,0.0,0.01,518,0
1036,0.0,0.0,0.97,0.0,0.0,519,0
1038,0.0,0.0,0.98,0.0,0.0,520,0
1040,0.0,0.01,0.96,0.0,0.01,521,0
1042,0.0,0.0,0.98,0.0,0.0,522,0
1044,0.0,0.01,0.96,0.0,0.01,523,0
1046,0.0,0.01,0.97,0.0,0.01,524,0
1048,0.0,0.01,0.97,0.0,0.01,525,0
1050,0.0,0.01,0.98,0.0,0.0,526,0
1052,0.0,0.0,0.97,0.0,0.01,527,0
1054,0.0,0.0,0.99,0.0,0.0,528,0
1056,0.0,0.0,0.98,0.0,0.01,529,0
1058,0.0,0.0,0.98,0.0,0.01,530,0
1060,0.0,0.0,0.98,0.0,0.01,531,0
1062,0.0,0.01,0.97,0.0,0.01,532,0
1064,0.0,0.01,0.97,0.0,0.01,533,0
